away,home,away_ago_win,away_ago_lose,home_ago_win,home_ago_lose,score_away,score_home,result
164,178,14,34,27,22,78,91,1
58,37,5,29,16,19,90,88,0
113,10,3,0,1,2,92,93,1
163,142,28,20,36,8,87,106,1
90,139,7,3,3,6,117,109,0
118,167,45,17,20,42,103,92,0
161,189,16,32,30,16,96,90,0
170,121,27,51,42,36,103,116,1
47,124,21,15,20,18,100,86,0
180,0,7,12,9,8,116,119,1
177,135,49,31,37,43,92,109,1
4,11,1,0,0,1,91,106,1
45,129,43,31,39,36,109,116,1
134,155,17,33,18,33,96,79,0
114,135,5,24,10,21,94,100,1
189,91,38,19,16,43,108,82,0
1,83,17,4,14,5,93,97,1
64,190,3,5,3,4,103,87,0
12,101,41,16,27,30,99,113,1
200,74,4,10,9,4,112,94,0
135,184,13,24,25,11,82,97,1
31,190,8,38,25,20,90,99,1
201,159,61,20,39,42,103,106,1
108,157,30,42,15,56,116,105,0
119,161,29,8,13,26,102,90,0
20,137,18,23,24,16,77,110,1
189,203,0,1,1,0,89,93,1
42,2,12,11,13,10,89,100,1
55,111,20,11,15,16,91,92,1
160,125,6,11,11,8,71,109,1
95,20,8,12,11,10,98,92,0
174,90,29,23,32,19,100,98,0
115,66,18,39,37,18,105,114,1
141,10,18,13,10,19,108,104,0
11,128,1,1,1,2,82,101,1
131,117,36,35,45,24,94,106,1
73,12,0,1,1,0,98,123,1
99,85,0,2,1,2,93,103,1
160,195,7,13,4,17,120,103,0
181,139,16,11,9,14,97,106,1
205,72,43,25,53,16,114,95,0
142,121,31,5,18,20,115,127,1
38,108,17,44,24,37,121,120,0
200,39,15,24,8,29,104,95,0
120,169,12,3,4,11,97,95,0
197,183,13,14,20,11,98,107,1
155,50,16,28,16,27,103,110,1
149,4,38,21,37,22,96,86,0
11,44,51,28,37,42,78,117,1
181,132,21,14,15,18,83,104,1
4,170,8,3,6,5,88,103,1
172,20,16,27,21,24,109,104,0
184,170,16,5,11,11,113,109,0
127,162,13,2,7,7,106,120,1
198,191,42,35,52,25,74,110,1
169,92,7,18,8,18,105,100,0
28,21,1,4,2,2,94,90,0
104,160,34,28,33,30,118,107,0
32,149,14,13,18,8,102,106,1
69,153,18,10,16,12,78,86,1
60,27,0,6,3,4,115,122,1
90,118,0,0,0,0,89,97,1
135,191,8,20,21,6,97,91,0
9,56,24,55,32,47,77,91,1
37,128,4,4,6,3,87,97,1
34,102,11,10,8,13,105,110,1
173,124,53,23,44,32,96,104,1
182,189,2,2,3,1,85,93,1
95,186,20,33,37,17,104,128,1
115,171,26,52,31,47,105,97,0
122,101,4,3,3,3,125,101,0
47,14,35,32,24,44,95,99,1
148,169,1,1,1,0,110,101,0
90,55,32,23,29,25,88,82,0
7,180,7,15,8,14,95,110,1
143,5,38,4,24,16,125,94,0
167,15,10,19,9,22,108,114,1
64,71,37,28,30,35,113,118,1
30,140,30,29,35,28,103,93,0
99,36,10,13,9,15,113,107,0
161,49,7,10,11,4,99,106,1
93,58,0,4,0,4,91,89,0
101,87,8,10,12,6,114,103,0
67,158,22,10,12,24,123,114,0
185,5,30,31,30,30,100,108,1
20,27,31,32,32,31,98,115,1
175,147,13,22,27,8,93,99,1
134,176,1,12,8,4,93,103,1
50,127,3,9,12,2,91,102,1
67,137,20,8,18,12,104,98,0
148,106,48,20,29,37,100,110,1
134,113,24,57,40,41,136,130,0
87,19,9,4,7,7,81,104,1
88,137,6,12,11,8,111,110,0
47,68,31,29,37,25,92,79,0
164,136,18,49,32,35,69,103,1
177,156,40,24,16,45,100,93,0
34,165,21,28,16,34,137,112,0
110,194,11,39,32,20,104,92,0
169,127,27,51,50,28,99,100,1
96,7,23,58,18,63,93,100,1
32,191,34,31,45,20,83,96,1
49,196,7,1,3,5,102,80,0
82,173,9,7,11,4,95,106,1
150,108,6,7,6,8,111,94,0
182,112,21,20,16,20,79,92,1
11,72,1,0,0,1,94,82,0
89,54,50,30,41,39,95,85,0
177,18,18,8,5,20,117,106,0
27,39,26,22,9,40,106,97,0
185,136,28,28,27,28,114,117,1
105,70,9,9,9,5,104,108,1
120,141,5,2,5,3,115,116,1
149,184,9,5,12,3,102,85,0
94,87,34,45,46,33,96,118,1
183,64,49,24,42,32,103,107,1
46,116,7,6,4,8,99,93,0
204,106,2,1,0,2,102,94,0
0,145,33,14,19,28,106,88,0
21,61,27,37,17,47,98,108,1
59,5,10,71,41,40,105,115,1
207,158,9,3,7,5,116,107,0
101,192,10,12,13,12,95,112,1
114,163,14,48,33,32,97,106,1
166,159,3,4,3,4,89,103,1
169,148,4,7,8,5,102,103,1
207,193,2,0,0,2,94,105,1
27,95,25,22,19,31,98,88,0
155,43,14,25,14,26,107,104,0
182,126,4,4,3,5,117,119,1
203,182,53,16,38,31,95,96,1
46,27,4,4,4,5,105,99,0
136,52,18,23,21,22,111,118,1
66,12,2,2,2,2,78,116,1
136,150,6,7,7,7,102,91,0
3,10,20,20,15,26,98,87,0
164,87,15,45,34,26,92,108,1
98,63,28,46,27,47,78,88,1
203,30,25,8,16,13,117,110,0
156,198,1,6,3,3,102,109,1
59,94,8,50,25,32,116,130,1
176,10,24,18,15,25,102,97,0
90,83,29,16,32,11,81,91,1
124,7,26,24,8,42,111,105,0
135,114,11,22,5,26,101,89,0
121,198,24,24,26,22,102,91,0
49,189,6,0,6,1,95,105,1
171,185,33,48,40,41,81,116,1
51,170,5,26,12,17,129,135,1
191,142,2,2,2,2,78,98,1
192,129,3,2,3,2,96,115,1
185,59,31,32,8,55,118,104,0
35,9,42,31,22,51,113,95,0
184,149,2,3,3,2,119,107,0
43,92,1,4,3,2,91,89,0
200,193,0,4,2,2,83,89,1
159,0,37,39,56,20,94,97,1
6,151,8,4,11,2,95,102,1
83,118,0,0,0,0,94,105,1
109,186,33,36,48,22,124,125,1
120,36,37,10,20,23,120,95,0
45,33,31,22,20,32,111,112,1
174,153,34,26,38,22,108,112,1
3,204,22,22,33,12,96,86,0
125,29,27,29,27,28,94,116,1
115,59,12,22,3,33,99,109,1
169,197,25,48,32,41,102,97,0
74,193,36,29,36,29,107,90,0
64,127,25,21,33,13,103,106,1
30,70,34,32,37,30,90,98,1
117,82,43,23,46,21,96,85,0
6,46,2,2,2,2,97,108,1
109,172,25,31,24,33,100,116,1
156,25,8,16,7,17,91,110,1
174,48,20,11,15,16,97,104,1
122,164,38,14,14,38,122,106,0
27,20,13,14,14,14,105,90,0
121,205,41,30,44,26,91,130,1
122,178,2,1,1,2,119,108,0
85,64,2,2,2,1,104,95,0
84,23,2,1,1,2,92,99,1
83,146,8,2,4,3,89,95,1
192,108,34,24,23,36,103,96,0
140,105,23,12,22,16,105,116,1
184,198,47,23,37,33,95,93,0
121,170,11,13,11,13,104,92,0
154,203,0,0,0,0,79,91,1
107,205,28,47,49,26,93,123,1
194,152,0,0,0,0,109,100,0
164,122,3,3,3,3,103,124,1
11,121,13,7,8,13,94,103,1
181,174,32,29,34,28,110,117,1
168,189,19,33,32,18,101,108,1
38,59,13,38,7,43,98,103,1
203,84,1,0,0,1,84,103,1
49,84,13,4,12,4,112,92,0
152,89,38,16,34,21,75,89,1
47,180,22,18,19,23,89,104,1
113,43,12,12,11,14,97,101,1
184,37,26,11,16,21,113,99,0
204,57,6,1,4,3,109,85,0
158,116,21,53,29,44,104,119,1
56,23,33,48,49,31,105,95,0
89,54,33,20,24,27,99,95,0
90,125,6,3,7,2,107,104,0
39,179,11,52,27,36,96,105,1
26,94,19,15,19,16,95,86,0
26,66,3,3,3,3,84,89,1
19,87,16,12,16,10,93,92,0
140,105,0,0,0,0,95,97,1
44,37,11,21,16,18,89,81,0
186,207,0,0,0,0,126,99,0
93,121,15,35,23,24,97,104,1
135,114,32,41,16,57,104,84,0
100,163,31,15,26,20,98,106,1
168,154,2,4,2,4,90,103,1
11,86,17,10,13,16,91,101,1
25,44,32,42,33,41,87,100,1
122,150,18,9,16,12,100,99,0
14,131,11,22,23,11,97,102,1
46,13,3,1,4,0,122,128,1
192,206,41,31,60,11,104,110,1
117,187,1,2,2,1,133,123,0
39,74,15,57,37,35,107,92,0
119,56,9,4,7,5,116,109,0
198,86,27,27,23,30,105,91,0
72,32,21,8,15,15,90,85,0
58,44,11,39,18,30,96,107,1
26,199,20,15,11,23,91,86,0
13,193,18,5,17,9,85,93,1
102,27,33,21,29,27,111,98,0
99,31,32,29,12,49,114,107,0
146,132,12,6,12,7,107,105,0
44,156,20,32,13,41,111,118,1
105,168,12,12,7,15,122,97,0
114,156,3,10,3,12,120,119,0
106,57,11,8,7,13,103,92,0
73,52,21,13,15,19,97,111,1
192,136,3,3,3,2,79,89,1
144,88,38,6,14,30,102,105,1
144,137,3,0,0,3,121,95,0
85,127,22,7,24,5,108,107,0
127,99,34,13,23,23,90,100,1
85,148,34,13,34,17,116,112,0
178,129,10,8,7,11,115,112,0
98,23,4,25,18,13,81,89,1
83,132,28,7,16,18,98,99,1
63,140,23,37,33,27,118,125,1
156,135,14,41,21,34,100,97,0
131,159,31,24,26,26,101,102,1
23,189,25,16,26,13,82,81,0
199,19,21,33,27,28,111,106,0
182,168,41,33,27,47,112,102,0
138,117,8,11,13,7,109,114,1
26,45,22,16,19,19,94,103,1
108,5,6,12,10,5,90,99,1
103,54,28,18,20,26,99,110,1
73,185,20,13,16,16,121,115,0
194,166,31,16,11,33,96,102,1
161,56,6,7,7,6,101,104,1
41,22,4,6,8,3,83,97,1
128,32,32,15,24,22,88,95,1
190,106,14,17,14,17,108,111,1
109,20,2,2,3,2,86,103,1
103,145,37,26,22,40,94,100,1
178,122,0,0,0,0,70,108,1
155,148,14,22,25,13,87,123,1
179,102,28,38,41,25,112,107,0
95,53,15,20,16,17,115,103,0
4,32,3,2,2,3,120,66,0
91,203,19,56,55,19,84,98,1
124,47,2,0,1,1,100,95,0
13,144,0,0,0,0,91,113,1
55,90,20,9,18,11,87,103,1
99,204,2,5,7,1,79,92,1
102,137,46,29,46,29,88,95,1
134,141,1,9,6,3,88,102,1
205,149,3,3,3,3,109,111,1
2,9,1,0,1,0,115,86,0
192,59,15,14,1,28,104,90,0
138,152,7,5,11,2,89,117,1
44,93,25,35,20,43,98,103,1
137,34,35,22,25,30,109,95,0
35,91,10,4,5,9,98,86,0
167,181,4,7,3,7,89,103,1
50,64,33,45,46,32,108,100,0
50,190,20,32,29,23,93,98,1
147,56,36,17,22,27,107,90,0
22,111,14,6,10,11,109,99,0
33,115,13,21,12,21,95,85,0
19,150,5,3,5,4,96,101,1
52,12,14,15,18,7,84,91,1
6,179,11,7,3,15,82,107,1
42,168,14,15,10,19,96,118,1
177,37,25,10,16,17,96,88,0
197,85,15,17,26,8,88,107,1
0,96,17,9,7,19,87,80,0
105,168,39,22,21,40,120,113,0
1,69,40,11,30,21,98,77,0
94,101,19,13,14,16,91,103,1
60,95,26,43,25,45,109,112,1
101,115,29,30,19,41,104,98,0
163,32,20,16,18,17,102,96,0
14,61,12,26,13,25,101,95,0
25,142,14,22,27,5,102,117,1
191,4,44,18,39,25,101,91,0
184,32,12,4,10,7,117,103,0
51,58,6,36,8,33,98,91,0
21,173,27,33,44,16,108,116,1
108,143,2,3,5,0,104,119,1
57,71,16,57,31,41,95,103,1
42,23,32,27,38,22,83,81,0
49,9,51,27,24,54,101,91,0
93,44,21,45,27,36,88,95,1
149,58,47,25,18,54,119,98,0
141,106,50,31,36,45,116,112,0
51,177,4,11,10,5,102,109,1
86,44,32,38,31,39,93,86,0
34,200,1,2,0,3,117,113,0
83,1,31,10,35,9,102,106,1
38,150,17,42,38,20,95,105,1
42,49,38,34,45,26,89,108,1
88,158,11,26,13,26,100,127,1
93,205,15,36,30,18,103,110,1
118,83,1,2,2,1,98,104,1
73,87,3,1,2,1,98,92,0
115,129,14,34,22,26,93,96,1
205,149,0,1,1,0,111,107,0
120,113,25,7,16,16,115,111,0
190,64,38,26,36,27,86,99,1
73,52,0,1,1,0,112,101,0
23,56,30,19,21,26,88,69,0
105,112,5,6,5,4,101,94,0
116,109,21,35,25,30,112,99,0
206,143,38,6,40,4,90,120,1
83,15,12,5,4,14,101,98,0
87,5,37,27,32,31,118,96,0
141,162,30,20,29,20,109,122,1
187,117,17,19,24,13,100,109,1
149,184,3,1,1,3,103,124,1
184,100,49,23,41,32,99,91,0
137,39,21,13,8,24,101,89,0
200,165,21,34,17,38,110,108,0
203,84,3,2,2,3,100,103,1
67,34,3,2,2,3,92,89,0
179,130,19,30,22,28,108,104,0
28,173,9,13,19,4,103,99,0
128,170,1,0,0,1,94,103,1
123,200,26,19,18,27,114,105,0
122,206,55,26,65,15,98,102,1
123,130,15,9,12,14,95,114,1
158,137,16,33,29,18,88,96,1
120,169,55,21,27,50,107,92,0
131,152,27,17,32,13,91,120,1
114,205,4,14,14,5,101,123,1
90,97,34,23,13,44,85,93,1
163,205,39,41,54,26,91,107,1
27,74,31,30,34,27,97,96,0
88,6,16,30,23,24,100,88,0
13,60,5,0,0,4,102,101,0
207,60,39,12,18,33,111,103,0
37,4,8,11,12,8,80,105,1
49,63,40,26,26,42,99,94,0
122,192,6,4,5,6,114,122,1
9,140,2,2,2,2,96,106,1
8,41,7,11,9,9,88,87,0
82,14,38,14,20,33,106,92,0
0,103,8,5,8,6,97,98,1
160,181,30,28,32,26,112,105,0
66,136,7,5,5,5,89,93,1
144,116,52,12,26,37,102,103,1
181,104,32,27,32,27,86,101,1
54,40,40,37,53,23,82,99,1
103,7,27,18,8,37,117,103,0
89,40,32,19,37,12,80,91,1
73,38,8,4,1,9,88,90,1
187,166,14,17,5,23,98,100,1
44,51,16,30,10,38,108,97,0
152,201,21,9,26,4,82,97,1
194,145,11,1,1,13,95,99,1
17,162,25,42,39,29,92,98,1
120,99,38,10,22,23,81,96,1
128,156,48,26,20,54,107,77,0
126,112,17,15,15,14,102,97,0
110,61,11,37,13,37,100,111,1
108,185,0,0,0,0,105,85,0
161,203,15,28,35,11,99,108,1
201,145,1,1,0,3,97,88,0
20,151,4,2,5,1,82,114,1
153,195,26,16,10,32,107,101,0
141,134,7,3,1,10,98,87,0
54,7,2,8,4,5,93,101,1
0,173,6,4,7,3,88,83,0
129,12,9,13,13,7,100,105,1
169,197,14,25,16,24,114,97,0
131,47,33,30,32,29,109,131,1
135,191,23,35,42,16,93,82,0
70,161,33,23,20,39,87,92,1
196,112,22,44,22,41,95,97,1
85,3,14,4,7,9,87,107,1
90,22,0,0,0,0,81,77,0
65,86,2,0,2,0,102,107,1
133,35,13,12,13,10,92,90,0
126,23,8,10,9,9,92,99,1
147,23,41,18,36,21,99,91,0
193,144,40,32,58,14,94,106,1
176,134,47,31,24,53,95,83,0
136,33,33,36,30,39,94,85,0
63,119,1,2,1,2,88,108,1
207,95,42,13,21,36,107,79,0
103,138,7,6,7,6,106,89,0
206,122,2,3,3,2,99,113,1
155,176,2,2,2,1,104,123,1
200,207,9,19,21,5,100,113,1
203,105,57,20,53,24,86,96,1
32,51,17,17,5,30,95,82,0
176,57,32,23,15,40,124,112,0
103,166,20,14,7,25,102,122,1
135,156,30,37,17,49,80,73,0
57,99,1,0,0,1,109,102,0
133,154,23,19,17,25,84,102,1
198,184,12,12,19,5,99,90,0
175,196,24,29,19,36,104,100,0
143,192,8,0,3,5,100,84,0
68,89,6,1,4,1,89,93,1
97,22,11,38,29,20,89,93,1
148,57,13,8,7,14,94,83,0
107,156,5,7,3,10,101,94,0
189,161,14,4,7,15,80,82,1
88,207,2,6,7,3,90,94,1
164,143,17,48,58,6,116,123,1
142,44,45,11,23,33,106,101,0
10,57,2,3,3,2,79,94,1
40,103,41,14,33,25,75,89,1
144,6,50,10,30,30,87,94,1
44,11,0,0,0,0,100,113,1
165,186,17,37,39,17,102,133,1
11,184,37,23,40,18,103,105,1
92,190,6,14,9,10,85,94,1
116,179,14,26,12,27,87,98,1
89,159,41,25,33,30,111,88,0
94,59,2,4,0,5,105,97,0
105,63,33,19,19,32,108,109,1
125,146,24,27,29,21,97,98,1
122,108,53,24,32,46,124,102,0
10,99,16,33,24,24,115,113,0
148,134,46,20,22,43,96,87,0
140,70,15,8,14,6,115,93,0
111,174,7,10,11,7,105,90,0
56,9,7,4,2,8,83,92,1
113,64,18,20,19,18,89,94,1
144,172,31,6,15,21,117,106,0
6,116,26,28,20,34,89,117,1
64,10,31,25,22,35,99,93,0
18,107,0,0,0,0,79,89,1
192,87,13,11,12,9,97,100,1
198,114,21,21,7,34,92,84,0
135,142,5,7,8,2,88,101,1
74,13,40,38,51,27,114,100,0
187,145,9,14,5,18,84,83,0
14,103,23,43,38,27,101,131,1
43,36,10,12,6,14,96,104,1
204,176,22,7,16,12,116,107,0
20,46,9,10,10,7,121,114,0
35,98,29,20,13,35,74,89,1
94,45,20,24,26,21,94,113,1
32,184,27,22,34,15,111,117,1
98,35,29,51,47,33,101,106,1
120,43,33,10,15,29,101,83,0
90,83,20,11,24,7,78,90,1
140,175,30,20,21,28,91,116,1
25,177,5,8,10,4,111,100,0
50,85,21,36,40,14,82,108,1
16,56,7,15,11,9,97,104,1
179,53,2,6,3,6,77,93,1
63,56,3,7,6,4,98,106,1
15,69,23,38,36,25,84,116,1
179,158,1,5,4,3,109,97,0
119,105,32,8,24,18,118,121,1
66,26,2,1,1,2,83,100,1
37,72,0,0,0,0,92,99,1
74,102,0,1,1,0,101,109,1
36,106,26,29,25,31,112,89,0
179,186,5,17,16,7,87,109,1
202,146,3,0,0,3,102,99,0
182,2,14,12,15,11,120,97,0
3,169,23,23,15,32,70,99,1
184,93,27,11,14,27,113,120,1
138,89,13,20,21,12,90,110,1
6,193,20,21,25,17,108,104,0
157,136,9,32,17,22,82,109,1
181,160,15,11,11,14,96,89,0
72,93,16,6,9,16,99,100,1
165,95,4,11,6,8,92,87,0
131,152,36,41,55,21,86,85,0
139,125,22,34,27,31,110,118,1
88,200,10,20,10,21,87,91,1
34,39,24,30,9,46,129,125,0
72,58,49,12,13,49,84,92,1
144,123,55,14,40,29,111,95,0
205,198,18,12,14,14,90,97,1
6,53,19,20,17,22,89,104,1
74,6,26,19,23,23,119,114,0
192,185,8,7,5,9,102,93,0
16,140,23,43,36,29,97,105,1
185,136,16,19,15,17,93,91,0
70,30,30,23,26,27,103,102,0
125,97,19,21,9,29,110,99,0
26,66,2,2,2,2,99,102,1
102,34,13,15,13,14,96,123,1
141,197,8,6,6,7,102,101,0
36,204,10,20,24,7,92,113,1
40,54,17,4,7,14,102,101,0
65,142,24,8,25,5,105,126,1
121,191,42,33,51,24,92,100,1
128,149,39,19,40,21,98,93,0
139,55,14,18,21,15,83,105,1
181,146,24,20,24,18,91,95,1
84,203,1,2,2,1,109,93,0
120,57,34,10,14,29,103,91,0
53,60,17,21,10,25,97,98,1
195,167,2,1,1,3,80,96,1
9,147,1,2,2,1,108,101,0
26,33,31,29,25,35,104,99,0
181,97,5,7,1,11,114,106,0
141,31,23,13,7,26,101,80,0
144,39,25,4,7,20,117,101,0
139,160,12,17,14,19,106,104,0
165,74,22,52,37,36,91,95,1
172,6,16,26,21,23,99,102,1
119,23,55,20,48,27,97,75,0
149,32,16,6,11,12,106,111,1
113,92,38,37,21,55,92,100,1
44,65,12,22,24,11,96,109,1
32,4,0,0,0,0,91,103,1
161,182,23,54,43,34,98,101,1
101,164,36,39,20,55,106,99,0
190,85,40,27,46,20,86,91,1
0,40,9,7,14,4,92,104,1
14,28,22,39,22,36,90,92,1
187,131,14,18,22,11,92,98,1
24,71,1,1,1,1,85,98,1
65,100,0,3,3,0,94,125,1
125,118,3,1,5,1,103,93,0
149,100,16,5,15,6,96,104,1
65,18,20,6,5,21,110,100,0
134,120,1,13,8,3,73,95,1
8,62,3,2,2,3,77,92,1
150,101,18,13,14,14,108,91,0
134,92,6,21,8,17,86,82,0
32,198,34,32,36,30,84,85,1
162,183,9,9,13,6,97,88,0
39,151,4,5,9,1,95,127,1
164,185,20,58,38,40,124,115,0
127,169,26,8,10,22,119,123,1
104,132,26,21,25,22,102,121,1
103,124,6,5,7,5,83,86,1
199,45,29,48,45,32,97,104,1
44,86,25,36,28,34,100,90,0
116,123,9,20,18,12,100,112,1
185,19,7,10,8,9,105,116,1
51,44,10,45,21,33,94,115,1
129,115,1,2,2,0,106,101,0
115,136,25,50,37,38,85,98,1
124,152,5,2,6,0,96,121,1
197,176,23,33,35,23,89,108,1
106,141,19,18,25,14,123,116,0
82,40,2,0,0,2,81,97,1
155,169,25,49,26,48,102,107,1
34,172,35,35,27,43,116,98,0
63,175,1,3,3,1,104,109,1
62,146,4,12,8,5,91,103,1
142,198,2,0,0,2,123,119,0
115,108,1,0,1,0,95,78,0
121,65,1,3,2,1,88,100,1
91,23,18,49,41,26,73,95,1
139,125,20,26,22,26,87,90,1
164,192,8,12,11,9,93,95,1
56,119,15,18,24,7,85,109,1
136,178,6,5,8,4,93,102,1
164,108,17,47,26,38,98,116,1
63,168,4,14,4,12,100,107,1
73,150,34,28,40,20,107,97,0
43,57,16,33,15,34,114,108,0
111,125,25,28,24,28,106,119,1
88,102,3,8,3,8,114,111,0
49,23,1,2,2,1,82,93,1
74,60,1,0,0,1,104,72,0
2,105,29,19,31,18,96,128,1
104,125,15,8,13,10,97,117,1
147,189,2,0,0,2,82,94,1
9,70,22,50,41,33,94,102,1
168,84,19,38,40,14,129,141,1
17,106,25,41,30,37,109,118,1
115,129,27,52,43,37,106,105,0
160,202,31,28,41,16,91,105,1
153,104,3,2,2,2,90,99,1
178,73,28,22,27,22,97,112,1
108,136,11,14,10,14,88,97,1
35,175,39,28,32,35,113,96,0
108,52,20,31,23,30,101,96,0
149,128,25,13,30,8,100,94,0
94,26,3,4,3,4,84,97,1
205,18,33,19,21,32,104,87,0
119,30,53,20,35,36,109,99,0
26,38,25,23,12,37,114,100,0
119,154,27,8,15,20,116,101,0
202,104,23,10,18,16,114,99,0
53,186,16,16,25,9,122,129,1
84,23,3,2,2,3,77,91,1
120,197,58,22,32,48,89,101,1
107,184,10,12,17,5,96,108,1
111,132,7,8,9,5,98,108,1
57,169,10,21,10,20,113,104,0
137,151,1,0,0,1,91,99,1
176,169,46,31,27,49,93,91,0
9,133,10,31,21,19,98,109,1
158,102,17,34,28,20,108,116,1
145,187,26,41,36,31,82,105,1
207,165,20,5,8,17,107,92,0
31,99,3,15,9,9,109,105,0
101,206,10,13,21,5,95,114,1
203,189,28,10,23,10,98,101,1
138,110,26,31,13,46,123,126,1
118,132,34,11,23,22,90,97,1
62,8,0,0,0,0,104,96,0
181,8,22,19,15,23,107,118,1
173,180,55,25,42,38,98,91,0
88,74,7,14,10,12,95,103,1
200,207,0,2,2,0,79,98,1
5,73,30,26,31,27,88,103,1
93,184,21,47,44,22,94,107,1
95,20,0,1,0,1,82,108,1
196,63,17,33,18,32,89,102,1
66,115,35,16,16,37,112,117,1
53,13,23,34,39,16,104,119,1
155,169,9,9,4,12,106,100,0
0,187,27,13,19,21,96,84,0
175,112,28,33,21,38,100,77,0
190,3,34,26,34,27,85,77,0
131,89,4,3,5,1,104,94,0
204,162,19,5,14,9,108,101,0
204,162,40,15,32,21,85,106,1
158,165,19,38,17,39,101,137,1
118,174,16,4,14,8,95,86,0
181,111,13,10,11,12,91,100,1
190,162,13,17,19,11,99,91,0
161,168,13,28,16,26,106,96,0
130,67,24,33,34,24,106,112,1
108,101,17,29,20,23,117,113,0
67,116,32,21,19,33,109,112,1
162,10,24,18,16,27,99,90,0
16,196,23,37,20,39,95,100,1
86,93,6,6,6,8,99,92,0
69,48,19,13,16,17,82,99,1
3,10,7,7,4,12,93,97,1
53,67,3,5,6,2,107,118,1
101,66,14,15,19,13,91,94,1
192,129,18,17,15,21,91,78,0
161,23,11,18,16,12,91,97,1
169,204,9,19,23,7,104,112,1
157,12,11,43,37,14,111,120,1
114,93,2,2,1,4,103,112,1
150,206,42,23,56,10,87,108,1
197,3,8,8,7,8,131,128,0
15,167,15,27,14,28,124,112,0
109,116,18,24,15,28,108,111,1
36,64,1,0,0,1,95,100,1
40,145,41,15,21,38,99,92,0
205,11,6,4,5,4,92,90,0
23,84,0,0,0,0,102,103,1
117,89,36,20,36,22,88,111,1
192,171,2,2,1,2,103,89,0
180,124,16,16,17,16,85,100,1
52,73,16,19,21,14,107,101,0
160,118,1,2,4,0,97,107,1
15,8,11,22,12,17,100,101,1
73,171,26,17,18,23,88,91,1
114,4,13,43,36,22,89,96,1
162,24,27,18,35,9,102,94,0
43,141,13,23,24,14,97,99,1
119,49,44,16,37,21,95,94,0
40,21,51,21,32,42,100,107,1
182,84,27,23,31,14,108,114,1
125,174,26,29,31,24,99,97,0
124,0,3,0,1,1,98,110,1
8,90,8,12,13,9,94,102,1
12,33,55,22,32,45,109,80,0
124,131,15,15,21,9,96,91,0
37,86,16,16,14,20,84,88,1
149,191,37,21,41,15,97,79,0
129,192,4,5,3,6,100,101,1
131,201,37,42,60,19,102,111,1
103,47,14,8,15,9,125,129,1
173,131,14,4,15,5,93,81,0
199,59,29,47,9,68,93,107,1
130,46,18,27,26,16,127,123,0
138,159,23,28,24,25,88,112,1
84,147,6,2,5,2,100,107,1
99,127,35,32,44,24,103,116,1
166,138,23,56,35,44,104,103,0
101,129,30,32,33,31,109,116,1
66,26,16,9,13,9,90,106,1
111,202,23,24,29,14,100,116,1
35,126,41,29,33,37,111,93,0
31,85,14,60,51,22,77,96,1
156,170,21,59,27,53,92,102,1
37,100,21,28,31,20,77,114,1
133,119,33,31,47,17,87,110,1
30,98,32,30,20,42,93,106,1
194,152,2,2,2,2,90,106,1
136,26,1,1,0,2,97,76,0
0,194,35,16,33,22,97,88,0
200,186,30,41,49,22,107,117,1
13,116,37,16,21,34,116,108,0
8,83,9,13,18,6,91,107,1
93,191,15,32,31,12,94,103,1
131,124,8,5,8,5,103,94,0
7,61,1,0,0,1,81,101,1
152,187,35,16,27,25,93,84,0
152,82,46,19,43,21,88,94,1
14,89,16,28,29,15,103,96,0
157,199,10,41,18,30,99,96,0
177,4,13,5,11,6,132,129,0
151,123,22,13,20,13,88,114,1
56,35,13,14,13,12,92,95,1
56,203,15,19,26,9,86,109,1
171,136,15,23,17,21,103,101,0
44,58,3,6,0,10,101,90,0
12,143,1,3,3,1,112,97,0
205,191,13,5,15,3,107,101,0
123,144,4,0,3,1,96,122,1
167,83,10,21,25,7,108,120,1
133,203,1,1,2,0,100,110,1
108,192,31,44,41,33,109,105,0
143,185,29,2,16,17,114,110,0
84,30,2,0,0,2,104,91,0
59,33,0,3,1,3,87,91,1
90,22,14,9,16,6,85,81,0
35,30,32,22,26,26,97,94,0
18,177,11,23,26,10,108,95,0
187,103,8,12,12,6,107,108,1
206,94,44,8,23,28,98,96,0
178,192,9,5,7,7,96,110,1
36,85,32,30,44,17,96,95,0
1,41,23,6,14,12,91,95,1
124,187,12,12,10,14,73,86,1
191,142,0,0,0,0,86,101,1
159,47,17,21,22,17,129,121,0
133,182,9,8,7,8,116,124,1
105,126,14,12,11,12,93,101,1
11,142,19,17,28,5,94,112,1
144,137,19,3,14,9,106,99,0
86,58,36,45,18,63,105,101,0
83,174,0,0,0,0,105,94,0
110,124,10,31,21,20,102,113,1
21,47,14,17,18,14,92,98,1
174,188,31,25,31,23,89,94,1
120,31,5,3,2,6,92,79,0
68,7,3,0,1,2,100,88,0
113,71,23,23,24,21,113,120,1
113,120,24,24,39,11,97,106,1
178,192,28,25,30,20,114,110,0
61,68,13,36,30,18,87,100,1
183,113,52,26,39,39,110,112,1
163,65,9,5,11,2,100,104,1
22,41,4,2,4,3,87,74,0
48,90,27,27,32,22,96,80,0
204,127,39,15,36,17,111,109,0
142,191,58,13,50,22,107,84,0
5,150,26,19,31,16,93,120,1
178,122,0,1,1,0,85,84,0
106,148,14,11,18,9,91,112,1
128,142,51,27,63,15,105,116,1
150,45,35,17,31,23,134,139,1
