队名,队员号,出场次数,首发次数,上场时间,投篮命中率,投篮命中次数,投篮出手次数,三分命中率,三分命中次数,三分出手次数,罚球命中率,罚球命中次数,罚球出手次数,篮板总数,前场篮板,后场篮板,助攻,抢断,盖帽,失误,犯规,得分
9,18,7,0,11.3,25.00%,0.6,2.3,0.00%,0,0.7,100.00%,0.3,0.3,0.3,0.1,0.1,1.3,0.4,0,0.9,0.6,1.4
10,0,71,71,35.2,43.00%,7.5,17.4,35.80%,1.7,4.8,86.10%,4.1,4.8,3.6,0.7,2.9,6.1,1.5,0.3,2.7,2.3,20.8
10,1,70,24,29.6,43.30%,6.1,14.2,36.80%,1.3,3.6,68.50%,2.3,3.4,2.8,0.5,2.3,3,0.9,0.2,2.2,2.2,15.9
10,2,40,40,33.8,41.70%,5.3,12.7,31.50%,1,3.2,77.10%,2.8,3.6,5.1,1.5,3.6,2.5,1,0.1,1.4,1.5,14.3
10,3,27,25,29.8,46.80%,5.1,11,44.80%,1.7,3.9,78.40%,1.5,1.9,7.7,1.6,6.1,2.4,0.5,1,2,3.1,13.5
10,4,82,82,31.6,47.70%,4.4,9.3,0.00%,0,0,69.30%,2.9,4.1,9.2,3.3,5.9,0.9,0.5,0.4,1.3,2.3,11.7
10,5,51,34,19.4,43.50%,3.5,8,39.30%,1.6,4.1,85.30%,1.3,1.5,2,0.4,1.7,1,0.9,0.3,0.9,2,9.9
10,6,80,31,28.2,41.00%,3.6,8.7,34.10%,0.8,2.3,83.90%,1.6,1.9,2.8,0.3,2.5,4.1,0.7,0.3,1.7,1.7,9.5
10,7,24,19,20,41.90%,3.5,8.5,,0,0,76.20%,1.3,1.8,5.3,2,3.3,1.1,0.3,1.2,1.3,1.2,8.4
10,8,65,29,27.7,49.50%,3.5,7.1,0.00%,0,0.1,68.10%,1.4,2.1,9.7,2.9,6.8,2.2,1.1,0.6,1.1,2.5,8.4
10,9,70,9,15,53.80%,2.2,4.1,0.00%,0,0,71.90%,1.2,1.7,4,1.5,2.6,0.5,0.3,0.5,0.9,2,5.7
10,10,45,17,15.5,37.50%,2,5.3,34.50%,0.9,2.6,58.30%,0.3,0.5,2.8,0.4,2.4,0.4,0.4,0.4,0.7,1.4,5.2
10,11,72,4,17.7,41.20%,1.7,4.1,36.80%,0.8,2.2,79.20%,0.5,0.7,1.7,0.4,1.3,2.6,0.5,0.1,0.8,1.7,4.7
10,12,52,0,12.8,35.60%,1.5,4.3,24.50%,0.3,1,63.80%,0.8,1.3,3,0.9,2,0.3,0.4,0.2,0.9,1.8,4.2
10,13,65,24,15.7,41.50%,1.5,3.6,32.80%,0.3,0.9,70.50%,0.7,0.9,2.3,0.5,1.8,0.7,0.6,0.2,0.7,1.5,4
10,14,1,0,9,33.30%,1,3,100.00%,1,1,,0,0,1,0,1,0,2,0,0,0,3
10,15,7,0,5.4,50.00%,1,2,40.00%,0.3,0.7,75.00%,0.4,0.6,0.9,0.1,0.7,0.6,0,0,0.6,0.6,2.7
10,16,20,0,8.5,40.00%,0.9,2.3,,0,0,57.10%,0.4,0.7,2.8,1.1,1.7,0.3,0.3,0.4,0.4,1.6,2.2
10,17,22,1,7.1,34.30%,0.5,1.6,21.10%,0.2,0.9,90.00%,0.4,0.5,0.7,0,0.7,0.3,0.1,0,0.5,1,1.7
10,18,2,0,5.5,33.30%,0.5,1.5,,0,0,,0,0,1,0.5,0.5,0,0,0,0.5,0.5,1
10,19,2,0,3.5,0.00%,0,2,0.00%,0,1,50.00%,0.5,1,0,0,0,0.5,0.5,0,0,0,0.5
10,20,2,0,2.5,0.00%,0,0.5,,0,0,,0,0,0.5,0,0.5,0,0,0,0,0,0
11,0,69,69,36.1,48.80%,9,18.5,35.40%,1.7,4.9,71.00%,5.4,7.7,6,0.7,5.3,7.4,1.6,0.7,3.9,2,25.3
11,1,75,75,36.4,46.80%,7.7,16.5,41.50%,2.1,5,86.30%,4.2,4.9,3.2,0.7,2.4,5.2,1.5,0.3,2.5,1.9,21.7
11,2,75,75,33.7,43.40%,5.5,12.7,36.70%,1.9,5.2,80.40%,3.4,4.3,9.7,1.9,7.9,2.2,0.7,0.5,1.6,1.9,16.4
11,3,46,45,31.8,42.50%,4.7,11,39.00%,2.8,7.3,81.80%,0.6,0.7,3.5,0.6,2.9,2.5,1.4,0.4,1.1,2.6,12.7
11,4,46,45,25,59.00%,4.3,7.3,,0,0,70.80%,2,2.8,6.9,2.4,4.5,0.8,0.4,1.2,1.5,2.5,10.6
11,5,33,3,23.8,40.40%,4.2,10.4,25.60%,0.7,2.6,78.30%,1.4,1.8,1.7,0.4,1.4,2.2,1.3,0.3,1.5,1.8,10.5
11,6,26,26,24.5,55.50%,4.3,7.7,0.00%,0,0.1,73.30%,1.3,1.7,6.5,2.2,4.3,1.3,0.7,0.6,1.3,2.2,9.8
11,7,82,15,26.8,54.70%,3.3,6,,0,0,64.10%,1.9,3,8,3.3,4.7,0.5,0.4,0.7,1,2.3,8.5
11,8,38,1,24.2,41.00%,2.8,6.7,33.80%,1.2,3.4,66.70%,0.5,0.7,3.8,0.9,2.9,1.5,1.3,0.3,1.3,1.9,7.2
11,9,57,24,19.3,44.60%,2.1,4.7,26.10%,0.2,0.8,76.50%,0.5,0.6,3.5,1.1,2.4,0.9,0.5,0.5,0.6,1,4.8
11,10,67,13,20.6,36.20%,1.7,4.6,40.70%,1,2.5,76.30%,0.4,0.6,1.9,0.6,1.3,3,0.4,0,0.9,2.3,4.8
11,11,57,2,11.7,36.80%,1.3,3.5,36.00%,1.1,3.1,84.80%,0.7,0.8,1.1,0.2,0.9,0.4,0.2,0.1,0.2,1.2,4.4
11,12,51,1,9.6,40.00%,0.9,2.4,36.90%,0.6,1.6,60.00%,0.2,0.3,0.8,0.1,0.7,0.5,0.1,0,0.5,1.2,2.7
11,13,18,0,9.3,48.80%,1.1,2.3,,0,0,50.00%,0.2,0.4,2.3,0.6,1.7,0.4,0.1,0.2,1.2,1.5,2.4
11,14,52,15,13.5,32.50%,0.7,2.2,32.70%,0.6,1.9,75.00%,0.1,0.1,1.8,0.1,1.7,0.9,0.3,0.1,0.4,1.4,2.1
11,15,11,0,8,26.50%,0.8,3.1,0.00%,0,1,66.70%,0.4,0.5,1.4,0.4,1,1.2,0.3,0,0.3,0.1,2
11,16,8,0,8.8,26.30%,0.6,2.4,22.20%,0.3,1.1,50.00%,0.4,0.8,0.6,0.1,0.5,1,0.8,0.1,0.5,1.3,1.9
11,17,22,1,5.5,46.70%,0.6,1.4,,0,0,53.80%,0.3,0.6,1.3,0.3,1,0.1,0.1,0.5,0.5,0.8,1.6
11,18,12,0,6.6,33.30%,0.3,1,,0,0,60.00%,0.3,0.4,1.7,0.4,1.3,0.4,0.1,0,0.4,0.9,0.9
11,19,5,0,2.8,25.00%,0.2,0.8,,0,0,100.00%,0.4,0.4,0.2,0.2,0,0.2,0,0,0,0.2,0.8
12,0,76,76,35.7,52.00%,9.7,18.6,30.90%,1.1,3.7,73.10%,4.7,6.5,7.4,1.5,6,6.8,1.4,0.6,3.3,1.9,25.3
12,1,53,53,31.4,44.80%,7.4,16.6,32.10%,1.6,4.9,88.50%,3.2,3.6,3,0.8,2.1,4.7,1.1,0.3,2.3,2,19.6
12,2,77,77,31.5,41.90%,5.3,12.7,36.00%,2.1,5.7,82.20%,3.4,4.1,9.9,1.9,8,2.4,0.8,0.5,1.8,2.1,16
12,3,1,0,42,42.90%,6,14,50.00%,1,2,,0,0,5,1,4,2,1,2,0,6,13
12,4,77,77,30.7,41.50%,4.6,11,40.00%,2.6,6.6,63.40%,0.6,0.9,2.8,0.6,2.3,1.7,1.1,0.3,0.8,2.6,12.4
12,5,41,14,18.2,43.70%,3.2,7.4,35.30%,0.9,2.5,90.50%,0.9,1,1.8,0.1,1.6,2.4,0.3,0.1,1.4,1.5,8.2
12,6,82,34,27.7,58.80%,3,5.1,,0,0,61.60%,1.8,3,9,3.3,5.7,0.8,0.5,0.6,0.7,2.5,7.8
12,7,26,3,17.1,44.10%,2.7,6.2,37.70%,1.7,4.4,78.60%,0.4,0.5,3.6,0.5,3.1,1,0.3,0.3,0.5,2.2,7.5
12,8,76,14,24.6,40.50%,2.7,6.7,41.00%,1.3,3.1,86.40%,0.8,0.9,2.1,0.4,1.7,4.4,0.6,0.1,1.5,2.3,7.5
12,9,76,48,17.5,56.50%,2.7,4.7,14.30%,0,0.1,71.60%,0.9,1.3,4.4,1.4,3,0.4,0.3,0.8,0.9,2.1,6.3
12,10,54,5,24.4,37.40%,2.1,5.6,29.50%,0.8,2.7,78.40%,0.7,0.9,3.8,0.6,3.2,1.7,1,0.4,1.1,2.2,5.8
12,11,74,5,17.9,45.80%,1.9,4.2,38.20%,0.9,2.3,66.70%,0.8,1.2,1.7,0.2,1.5,0.8,0.4,0.2,0.6,1.7,5.5
12,12,15,1,7.5,44.20%,1.5,3.5,63.60%,0.5,0.7,69.20%,0.6,0.9,0.8,0.1,0.7,1,0,0.1,0.6,0.7,4.1
12,13,48,0,9.7,40.80%,1.2,3,39.40%,0.9,2.2,80.80%,0.4,0.5,1,0.2,0.9,0.3,0.2,0.2,0.3,1,3.7
12,14,40,3,8.9,35.20%,0.8,2.3,31.30%,0.3,0.8,62.50%,0.8,1.2,0.7,0.1,0.7,0.5,0.3,0.1,0.5,0.9,2.6
12,15,31,0,10,42.10%,1,2.5,0.00%,0,0,76.20%,0.5,0.7,2.9,0.8,2.2,0.6,0.4,0.2,0.5,1.1,2.6
12,16,25,0,3.8,52.90%,0.4,0.7,,0,0,45.50%,0.2,0.4,1,0.5,0.6,0.1,0.2,0.2,0.3,0.4,0.9
12,17,5,0,3,25.00%,0.2,0.8,25.00%,0.2,0.8,,0,0,0.6,0,0.6,0.4,0,0,0.2,0.2,0.6
13,0,74,74,37.8,54.80%,9.9,18.2,36.30%,1.7,4.6,67.40%,4.8,7.2,8.6,1.3,7.3,8.7,1.2,0.6,4.1,1.8,26.4
13,1,72,72,35.1,47.30%,9.3,19.7,40.10%,2.5,6.1,90.50%,4.1,4.6,3.2,0.7,2.5,5.8,1.2,0.3,2.5,2.2,25.2
13,2,60,60,31.5,42.70%,6.2,14.5,37.30%,2.4,6.5,87.10%,4.3,4.9,11.1,2.5,8.6,1.9,0.9,0.4,2,2.1,19
13,3,35,1,24.5,48.70%,3.7,7.7,48.50%,2.8,5.7,93.30%,0.4,0.4,2.8,0.2,2.6,1,0.3,0.2,0.8,1.7,10.7
13,4,74,15,18.9,45.80%,3.2,7,40.90%,1.9,4.5,85.10%,0.9,1,3.9,0.5,3.4,0.6,0.4,0.5,0.7,1.9,9.1
13,5,1,0,12,37.50%,3,8,0.00%,0,2,75.00%,3,4,2,1,1,1,0,0,1,1,9
13,6,41,35,29,34.60%,3,8.7,35.10%,2.3,6.6,66.70%,0.2,0.4,2.8,0.4,2.3,1.5,1,0.3,0.6,1.9,8.6
13,7,78,78,30,60.00%,3.4,5.6,0.00%,0,0,49.80%,1.4,2.7,9.2,3.7,5.5,1,0.5,1.1,0.8,2.3,8.1
13,8,76,31,25.5,41.10%,2.6,6.4,36.00%,1.2,3.4,78.90%,0.9,1.2,2.9,0.5,2.4,1.4,0.8,0.4,1,2,7.5
13,9,24,4,20.3,46.30%,2.8,6.1,41.50%,0.9,2.2,84.00%,0.9,1,1.9,0,1.8,3.6,0.3,0.3,1.7,1.8,7.5
13,10,25,0,17.1,50.50%,2.2,4.3,40.40%,0.8,2.1,69.20%,1.1,1.6,2.3,0.1,2.2,0.6,0.2,0.1,0.6,1.1,6.2
13,11,1,0,24,75.00%,3,4,,0,0,0.00%,0,1,10,4,6,1,0,6,2,3,6
13,12,79,13,20.5,44.60%,1.9,4.3,33.30%,0.8,2.4,74.10%,1,1.4,2.6,0.4,2.2,1,0.3,0.1,0.7,1.9,5.7
13,13,23,2,15.9,40.00%,1.6,3.9,35.10%,0.9,2.5,73.70%,0.6,0.8,2,0.2,1.8,0.9,0.3,0.1,0.6,1.4,4.6
13,14,37,4,10.4,38.70%,1.6,4.1,35.30%,0.5,1.4,79.40%,0.7,0.9,1.1,0.2,0.9,0.5,0.2,0.2,0.4,0.8,4.4
13,15,42,0,9.2,39.20%,1.5,3.8,31.80%,0.2,0.5,71.40%,0.8,1.2,1,0.1,0.9,1.4,0.4,0.2,0.7,0.9,4
13,16,48,2,7.9,47.80%,0.9,1.9,47.00%,0.6,1.4,65.00%,0.3,0.4,0.8,0.1,0.7,0.3,0.1,0.2,0.2,0.8,2.8
13,17,61,19,12.3,38.20%,0.9,2.2,37.80%,0.3,0.7,62.20%,0.4,0.6,1.7,0.3,1.4,0.9,0.7,0.2,0.7,1.3,2.4
13,18,12,0,9.6,40.90%,0.8,1.8,0.00%,0,0.3,71.40%,0.8,1.2,2.6,0.8,1.8,0.4,0.4,0.6,0.4,1.7,2.3
13,19,5,0,2.4,25.00%,0.2,0.8,,0,0,100.00%,0.4,0.4,0.8,0.6,0.2,0,0.2,0.2,0.4,1,0.8
13,20,1,0,1,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,2,0
14,0,70,54,31.2,43.90%,5.2,11.8,28.90%,0.4,1.3,86.60%,4.7,5.4,3.1,1,2.1,5.2,1.1,0.1,2.2,2.5,15.5
14,1,55,39,27.2,42.90%,5.2,12.2,38.20%,1,2.6,84.90%,2.7,3.1,2.3,0.4,1.9,3.1,0.7,0.1,1.6,1.7,14.1
14,2,78,78,32.8,47.30%,6.1,12.8,34.70%,0.4,1.3,70.20%,1.5,2.2,4.2,1,3.2,2.8,0.4,0.5,1.1,1.2,14.1
14,3,82,27,26,44.00%,4.1,9.4,40.20%,1.3,3.2,85.00%,1.7,2,2.4,0.5,1.9,2.1,0.6,0.2,1.7,2.2,11.2
14,4,76,11,21.9,44.20%,4.1,9.3,38.70%,1.6,4.3,76.70%,1.2,1.5,3.9,0.7,3.2,0.6,0.6,0.6,0.9,2.3,11.1
14,5,80,48,27.8,55.10%,3.8,6.9,0.00%,0,0,62.20%,1.8,2.9,7.5,3.1,4.4,1.3,1.2,0.6,1,2.5,9.4
14,6,72,39,23.4,44.20%,3.2,7.1,34.10%,0.4,1.2,69.80%,1.3,1.8,3.5,0.7,2.8,3.5,0.9,0.5,1.4,1.4,8
14,7,61,5,18.4,44.80%,3,6.7,32.00%,0.3,0.8,83.60%,1.7,2,1.2,0.2,1,3.2,0.9,0.1,1.4,1.9,7.9
14,8,72,16,20.1,41.00%,2.7,6.5,40.10%,1,2.4,75.90%,1.1,1.5,3.8,0.9,2.9,1.1,0.5,0.5,0.8,2.3,7.5
14,9,57,29,17.5,58.10%,3.3,5.6,0.00%,0,0,56.20%,0.9,1.6,4.8,1.7,3.1,0.8,0.5,0.3,0.8,2.5,7.4
14,10,57,14,16.3,49.20%,1.6,3.3,,0,0,51.50%,0.9,1.7,3,1.2,1.9,0.3,0.4,0.4,0.8,1.6,4.2
14,11,22,1,9,40.60%,1.3,3.1,42.90%,0.4,1,45.00%,0.4,0.9,0.5,0.1,0.5,0.1,0.1,0,0.6,1,3.4
14,12,54,49,22.9,45.00%,1.2,2.8,50.00%,0,0,33.30%,0.4,1.1,6.5,2.4,4.1,1.3,1,1,0.8,1.5,2.9
15,0,66,66,31.5,52.10%,6.2,11.8,0.00%,0,0,73.90%,3,4.1,9.7,3.6,6,2.3,1.3,0.7,2.4,2.7,15.4
15,1,55,48,29.9,42.90%,4.7,10.9,31.70%,0.6,1.9,83.40%,4.9,5.8,2.6,0.7,1.9,3.8,0.8,0.2,1.9,2.3,14.8
15,2,66,60,32.2,41.50%,4.8,11.7,38.00%,1.6,4.2,75.90%,1.6,2.1,3.2,0.5,2.7,3.8,0.7,0.2,2.6,2.3,12.8
15,3,63,63,33.2,42.10%,5.3,12.7,35.60%,0.6,1.7,77.40%,1.4,1.8,4.5,1.1,3.3,2.4,0.4,0.5,1.2,1.2,12.7
15,4,52,21,26.9,44.20%,4.5,10.2,42.90%,1.2,2.8,86.00%,2.3,2.6,2.3,0.3,2.1,2.4,0.7,0.2,2.2,2.2,12.5
15,5,64,13,22.9,46.80%,3.3,7.1,30.20%,0.5,1.7,80.60%,1.6,1.9,4.8,1.5,3.3,0.7,0.6,0.3,1,2.5,8.7
15,6,13,0,13.8,38.50%,2.7,7,33.30%,1.2,3.5,85.70%,0.5,0.5,3.7,0.7,3,0.5,0.5,0.4,0.5,1.9,7
15,7,65,42,22.6,47.80%,2.8,5.9,0.00%,0,0,54.70%,0.9,1.6,5.1,1.9,3.2,0.6,0.5,0.8,1.1,2.3,6.5
15,8,36,0,14.3,38.10%,2.1,5.4,24.10%,0.2,0.8,76.60%,1.4,1.8,1.6,0.3,1.3,1.8,0.6,0.1,1.5,1.7,5.7
15,9,41,4,14.7,32.20%,1.8,5.5,21.00%,0.3,1.5,81.40%,0.9,1,2.2,0.3,1.9,0.8,0.5,0.5,1,1.5,4.7
15,10,60,2,15.4,39.40%,1.3,3.2,30.40%,0.1,0.4,63.00%,0.6,0.9,1.7,0.4,1.3,0.7,0.5,0.2,0.5,1.4,3.2
15,11,28,0,12.8,34.40%,1.2,3.4,30.80%,0.1,0.5,63.60%,0.5,0.8,0.9,0.3,0.7,2.1,0.6,0,1.2,1,3
15,12,23,0,5.9,54.30%,0.8,1.5,,0,0,57.10%,0.3,0.6,1.5,0.6,0.9,0.2,0.2,0.2,0.1,0.4,2
15,13,62,11,15.8,39.50%,0.5,1.4,25.00%,0,0.1,34.00%,0.3,0.8,4.3,1.3,3,0.7,0.8,0.8,0.5,1,1.4
16,0,81,81,33.2,48.60%,6.3,13.1,0.00%,0,0,68.90%,3.3,4.8,9.6,2.9,6.7,3.5,1.3,0.7,2.9,2.3,16
16,1,75,75,31.5,40.70%,4.8,11.7,36.70%,1.6,4.4,73.30%,2.2,3,3.3,0.7,2.6,4,0.8,0.1,2.7,2.1,13.3
16,2,45,45,32.4,44.40%,4.8,10.8,43.40%,0.5,1.2,79.60%,1.6,2.1,4.6,1,3.7,2.5,0.5,0.3,1.2,1,11.7
16,3,28,28,31.7,52.70%,4.5,8.5,52.00%,1.8,3.5,89.30%,0.9,1,2.5,0.2,2.3,6.6,1.1,0.1,1.8,1.5,11.6
16,4,76,24,28.5,40.60%,4,9.8,30.20%,0.7,2.4,78.30%,2.8,3.6,2.8,0.6,2.2,3.6,0.7,0.2,1.8,1.7,11.5
16,5,65,0,18.7,46.90%,3.9,8.3,31.60%,0.4,1.2,80.90%,1.6,2,1.5,0.4,1.1,3.6,0.7,0.1,1.9,2,9.8
16,6,82,74,28,42.80%,3.4,7.8,35.00%,0.9,2.4,80.60%,1.2,1.5,4,1.3,2.7,0.9,0.7,0.5,1.2,2.6,8.8
16,7,60,10,20.7,60.80%,3.5,5.7,50.00%,0,0,37.10%,1,2.7,7.6,2.8,4.8,0.5,1,1.6,1,2.4,7.9
16,8,49,2,18.2,44.90%,2.9,6.4,30.10%,0.5,1.7,77.30%,1.4,1.8,3.8,1.4,2.4,0.9,0.8,0.2,0.9,1.8,7.7
16,9,72,71,24.9,44.60%,2.8,6.3,,0,0,62.10%,1.3,2,5.7,1.9,3.8,0.8,0.4,1.3,1.1,2.4,6.9
16,10,69,0,15.9,37.70%,2.5,6.7,34.70%,1.3,3.8,55.10%,0.4,0.7,3.5,0.7,2.8,0.8,0.4,0.6,0.6,1.4,6.8
16,11,27,0,17.7,44.00%,2.3,5.2,31.10%,0.5,1.7,84.40%,1,1.2,1.9,0.1,1.7,1,0.6,0.1,0.4,2,6.1
16,12,18,0,14.2,35.50%,1.5,4.2,23.80%,0.3,1.2,75.00%,2,2.7,1.4,0.3,1.1,1.1,0.3,0.1,0.9,2.3,5.3
16,13,24,0,14.5,44.30%,1.8,4,52.50%,0.9,1.7,83.30%,0.6,0.8,2.6,0.4,2.2,0.9,0.2,0.3,0.5,1.8,5.1
16,14,25,0,8.8,71.70%,1.3,1.8,,0,0,29.70%,0.4,1.5,1.8,1,0.8,0.4,0.2,0.4,0.6,1.3,3.1
16,15,41,0,10,37.50%,1,2.7,28.00%,0.3,1.2,72.40%,0.5,0.7,0.9,0.2,0.7,0.6,0.4,0.1,0.5,1.1,2.9
17,0,77,76,35.5,41.90%,6.7,16,26.40%,0.9,3.4,53.20%,2.1,3.9,6.8,1.3,5.4,3.3,1.4,1.4,2.6,2.6,16.4
17,1,80,79,34.1,37.30%,5.3,14.2,33.70%,1.9,5.7,75.10%,3,4,3.1,0.7,2.3,7.6,1.3,0.1,2.7,2,15.5
17,2,82,82,32.8,49.70%,6.1,12.4,0.00%,0,0,65.70%,2.9,4.5,9.3,3.1,6.1,2.1,1.1,0.6,2,2.5,15.2
17,3,73,5,26.7,43.60%,5.1,11.7,27.30%,0.3,1.2,83.60%,3.3,4,2.3,0.5,1.8,2.1,0.7,0.1,1.7,1.8,13.9
17,4,81,81,32.3,62.30%,5.9,9.5,0.00%,0,0,41.80%,1.7,4,13.2,5.4,7.8,0.4,1.2,1.6,1.4,3.4,13.5
17,5,82,36,28.5,44.70%,3.3,7.3,38.20%,1.1,3,82.60%,1.9,2.2,3.7,1.4,2.3,0.9,0.7,0.5,1,2.6,9.6
17,6,56,3,18.8,42.80%,3.3,7.7,32.30%,0.4,1.1,80.20%,1.7,2.2,1.8,0.4,1.3,3.9,0.7,0.1,1.8,2.2,8.7
17,7,80,41,19.8,39.60%,2.3,5.8,31.90%,0.7,2.3,77.00%,0.6,0.8,2,0.5,1.5,0.7,0.9,0.2,0.4,1.8,5.9
17,8,20,0,9,38.00%,1.8,4.6,25.00%,0.7,2.8,57.10%,0.4,0.7,1.7,0.3,1.4,0.3,0.2,0.3,0.4,0.8,4.6
17,9,64,0,11.6,47.10%,1.5,3.3,41.90%,0.5,1.2,72.90%,0.7,0.9,2.7,0.8,1.9,0.6,0.3,0.1,0.7,1.3,4.2
17,10,19,7,16.3,30.40%,1.3,4.2,29.20%,0.7,2.5,83.30%,0.5,0.6,1.5,0.2,1.3,2.2,0.4,0.1,1.3,1.3,3.8
17,11,32,0,9.8,46.30%,1.2,2.6,38.70%,0.4,1,71.40%,0.2,0.2,2.4,0.9,1.4,0.5,0.2,0.5,0.3,1.4,2.9
17,12,34,0,6.9,35.10%,1,2.9,17.90%,0.2,1.1,80.00%,0.2,0.3,1.4,0.4,0.9,0.3,0.2,0,0.3,0.6,2.4
17,13,24,0,9.3,31.60%,0.8,2.4,28.00%,0.3,1,73.30%,0.5,0.6,0.6,0.1,0.5,1.4,0.4,0,0.8,1.1,2.3
17,14,21,0,3.8,41.70%,0.2,0.6,100.00%,0,0,57.90%,0.5,0.9,1.2,0.7,0.5,0.1,0.3,0.1,0.2,0.4,1
18,0,27,27,32.3,43.60%,6.8,15.6,33.70%,1,3.1,79.60%,3,3.8,4.7,1,3.6,9.2,0.7,0.1,3.5,2.7,17.6
18,1,69,57,31,49.60%,6.1,12.4,,0,0,75.00%,3.7,4.9,10.2,3.3,6.9,2.1,1.1,0.5,2.2,2.1,15.9
18,2,41,41,28.6,40.10%,5.3,13.2,36.00%,1.9,5.1,83.90%,2.9,3.5,2.5,0.5,2,6.6,1.1,0.1,2.2,1.6,15.4
18,3,82,82,30.5,51.40%,6,11.7,0.00%,0,0,38.90%,1.7,4.5,13.5,5.3,8.1,0.7,0.9,1.9,1.5,3.5,13.8
18,4,28,28,32.1,39.10%,5.5,14,24.30%,0.3,1.3,46.80%,1.9,4,7.2,1.9,5.4,4.7,1.3,1.7,2.6,2.9,13.1
18,5,82,82,31.6,40.10%,4.8,11.9,34.50%,1.9,5.4,69.60%,1.3,1.9,3.1,0.6,2.5,1.3,1.1,0.2,1.1,2,12.7
18,6,60,0,24.4,41.60%,3.7,8.9,34.90%,1.2,3.5,90.60%,2.4,2.7,1.7,0.2,1.5,1.3,1,0.1,1,1.3,11.1
18,7,54,13,23.8,41.00%,3.5,8.5,32.70%,0.9,2.8,87.00%,2.7,3.1,1.9,0.2,1.6,4.9,0.6,0,2,1.1,10.6
18,8,52,11,22.3,42.30%,2.6,6.1,36.00%,1.6,4.4,79.40%,1,1.2,3.7,0.9,2.8,0.9,0.4,0.3,0.8,2.3,7.7
18,9,23,7,24.8,43.10%,3,7,42.30%,0.5,1.1,65.50%,0.8,1.3,4.2,1.1,3.1,1.7,0.7,0.3,0.7,1.1,7.3
18,10,54,40,23.8,40.00%,2.6,6.5,40.60%,1.4,3.5,80.60%,0.5,0.7,2.6,0.4,2.1,1.2,0.6,0.3,0.8,1.8,7.1
18,11,78,21,20.8,40.70%,2.1,5.1,37.90%,1.1,2.8,90.20%,0.7,0.8,2.5,0.3,2.2,1,0.6,0.1,0.6,1.5,5.9
18,12,46,0,15.3,46.00%,2,4.3,36.80%,0.6,1.7,86.10%,0.7,0.8,3.1,1,2.1,0.9,0.6,0.2,0.6,1.7,5.2
18,13,21,0,13,40.40%,2,5,31.00%,0.4,1.4,100.00%,0.2,0.2,0.8,0.2,0.6,2.9,0.4,0,0.8,0.9,4.7
18,14,34,1,13.5,30.20%,1.5,5,18.50%,0.4,1.9,91.20%,0.9,1,1.4,0.1,1.3,3.1,0.6,0.2,1,1.6,4.3
18,15,3,0,6,41.70%,1.7,4,25.00%,0.3,1.3,,0,0,1.3,0.3,1,0.7,0.3,0,0.7,0.3,3.7
18,16,4,0,14.5,25.00%,1.3,5,18.20%,0.5,2.8,,0,0,2,0.5,1.5,1.3,0.3,0.5,0.5,1.3,3
18,17,19,0,8.6,31.70%,1,3.2,15.40%,0.2,1.4,100.00%,0.4,0.4,1.4,0.5,0.9,0.4,0.2,0.2,0.4,1,2.6
18,18,49,0,8.3,58.10%,0.7,1.3,,0,0,68.20%,0.3,0.4,1.9,0.7,1.2,0.1,0.2,1,0.2,1.1,1.8
18,19,23,0,8.7,28.30%,0.7,2.3,18.20%,0.3,1.4,,0,0,0.9,0,0.9,0.5,0.1,0,0.2,0.9,1.6
19,0,79,79,30.7,43.40%,6.8,15.7,35.30%,1.5,4.2,86.40%,3.7,4.3,3.2,0.7,2.5,6.2,0.7,0.1,2.8,2.4,18.8
19,1,27,25,33.4,47.70%,6.1,12.9,37.50%,1.2,3.3,91.10%,3,3.3,6.2,0.9,5.3,2.6,0.7,0.4,1.1,2.3,16.6
19,2,81,81,32.9,52.10%,6.8,13.1,33.30%,0,0.1,35.50%,2.6,7.2,14.8,4.9,9.9,0.8,1.5,1.4,1.9,3,16.2
19,3,76,76,36.7,42.00%,5.3,12.6,30.90%,1.5,4.9,81.10%,2.4,3,3.7,0.9,2.8,1.8,1.4,0.2,1.4,2.2,14.5
19,4,80,80,35.7,43.40%,5.1,11.8,36.20%,1.4,3.7,74.90%,2.5,3.4,5.1,1.1,3.9,2.5,0.8,0.3,1.8,2.1,14.1
19,5,52,52,27.6,42.50%,4.2,9.8,36.30%,1.5,4.1,72.50%,1.5,2.1,5.4,1.9,3.5,1.1,0.7,0.5,1.1,2.3,11.3
19,6,73,6,23.1,37.50%,3.1,8.2,30.70%,0.9,2.8,78.40%,1.1,1.4,4.2,0.8,3.4,1.6,0.8,0.2,1.6,2.4,8.1
19,7,3,0,14.7,35.00%,2.3,6.7,44.40%,1.3,3,100.00%,1.3,1.3,1.7,0.3,1.3,1,0,0,0.3,0.7,7.3
19,8,23,1,18.1,37.10%,2.3,6.2,31.20%,1,3.3,71.10%,1.2,1.7,2,0.2,1.8,3,0.5,0.1,1,1,6.8
19,9,81,1,15.3,50.50%,2.4,4.7,0.00%,0,0,76.40%,1.6,2,4.7,1.7,3,0.6,0.3,0.6,0.8,1.9,6.3
19,10,72,5,18.6,38.60%,1.8,4.6,36.00%,1.4,3.8,61.70%,0.4,0.7,3.2,0.5,2.6,0.7,0.4,0.2,0.4,1.2,5.3
