Id,客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分（客场:主场）,sub,obj,result
496,160,83,23胜22负,33胜11负,95:99,99,95,1
497,83,15,34胜11负,16胜30负,88:73,73,88,0
498,83,22,35胜12负,28胜19负,90:105,105,90,0
499,174,83,29胜22负,35胜13负,85:106,106,85,0
500,83,62,36胜13负,17胜34负,113:101,101,113,0
501,15,83,21胜34负,39胜15负,75:98,98,75,1
502,41,83,32胜24负,40胜15负,115:107,107,115,0
503,83,48,41胜17负,31胜28负,93:85,85,93,0
504,62,83,22胜40负,43胜17负,72:96,96,72,1
505,97,83,16胜46负,45胜17负,86:84,84,86,0
506,83,41,46胜18负,37胜27负,66:78,78,66,1
507,48,83,0胜0负,0胜0负,67:100,100,67,0
508,48,83,0胜1负,1胜0负,94:104,104,94,0
509,83,48,2胜0负,0胜2负,87:70,70,87,0
510,83,48,3胜0负,0胜3负,87:89,89,87,1
511,83,22,1胜1负,1胜1负,75:94,94,75,1
512,22,83,2胜2负,2胜2负,83:115,115,83,0
513,41,83,0胜0负,0胜0负,79:93,93,79,1
514,83,41,2胜0负,0胜2负,91:101,101,91,0
515,83,41,2胜3负,3胜2负,98:79,79,98,0
516,83,118,0胜0负,0胜0负,94:105,105,94,0
517,118,83,1胜1负,1胜1负,85:91,91,85,1
518,35,84,1胜1负,3胜1负,73:103,103,73,0
519,84,189,5胜1负,4胜1负,86:104,104,86,0
520,84,182,5胜2负,3胜3负,113:110,110,113,0
521,84,147,6胜2负,5胜2负,100:107,107,100,1
522,84,105,6胜3负,4胜4负,98:93,93,98,0
523,30,84,6胜3负,8胜3负,106:113,113,106,1
524,9,84,3胜9负,9胜3负,108:110,110,108,1
525,203,84,13胜3负,10胜3负,100:105,105,100,1
526,84,98,12胜3负,1胜13负,101:105,105,101,1
527,49,84,13胜4负,12胜4负,112:92,92,112,1
528,70,84,12胜5负,13胜5负,92:101,101,92,0
529,119,84,21胜5负,18胜6负,97:103,103,97,0
530,84,16,20胜6负,9胜22负,99:109,109,99,0
531,84,91,20胜8负,12胜18负,112:110,110,112,0
532,175,84,13胜19负,21胜8负,109:119,119,109,1
533,2,84,17胜13负,22胜8负,96:89,89,96,0
534,84,126,23胜10负,19胜15负,90:92,92,90,1
535,16,84,16胜26负,27胜12负,88:110,110,88,0
536,84,35,28胜13负,27胜18负,105:85,85,105,1
537,84,23,29胜13负,27胜19负,89:102,102,89,0
538,84,63,29胜14负,17胜30负,100:85,85,100,1
539,182,84,27胜23负,31胜14负,108:114,114,108,1
540,147,84,35胜16负,32胜14负,89:111,111,89,0
541,126,84,25胜26负,34胜14负,104:117,117,104,1
542,84,119,35胜14负,39胜13负,110:100,100,110,0
543,84,2,37胜14负,31胜22负,86:67,67,86,0
544,84,56,38胜14负,22胜30负,114:90,90,114,1
545,168,84,19胜38负,40胜14负,129:141,141,129,1
546,23,84,39胜23负,46胜14负,91:105,105,91,0
547,70,84,34胜28负,47胜14负,81:98,98,81,1
548,84,30,49胜14负,32胜31负,107:94,94,107,1
549,84,63,50胜14负,26胜40负,108:91,91,108,1
550,84,42,51胜14负,36胜29负,105:103,103,105,0
551,84,91,55胜14负,18胜52负,108:94,94,108,1
552,84,2,56胜14负,38胜31负,97:101,101,97,0
553,84,196,56胜15负,25胜47负,108:89,89,108,1
554,84,203,57胜15负,55胜17负,88:86,86,88,0
555,49,84,46胜26负,58胜15负,102:90,90,102,1
556,56,84,31胜44负,59胜16负,87:106,106,87,0
557,30,84,37胜39负,60胜16负,83:94,94,83,1
558,84,98,61胜16负,29胜49负,103:98,98,103,1
559,2,84,43胜36负,63胜16负,93:105,105,93,0
560,84,9,64胜16负,24胜56负,96:95,95,96,0
561,91,84,20胜61负,65胜16负,93:105,105,93,0
562,30,84,0胜0负,0胜0负,87:110,110,87,0
563,30,84,0胜1负,1胜0负,86:98,98,86,1
564,84,30,2胜0负,0胜2负,104:91,91,104,1
565,84,30,3胜0负,0胜3负,88:77,77,88,0
566,2,84,0胜0负,0胜0负,93:86,86,93,0
567,84,2,1胜1负,1胜1负,104:94,94,104,1
568,2,84,1胜3负,3胜1负,91:94,94,91,1
569,23,84,0胜0负,0胜0负,102:103,103,102,1
570,23,84,0胜1负,1胜0负,97:93,93,97,0
571,84,23,1胜1负,1胜1负,114:96,96,114,1
572,84,23,2胜1负,1胜2负,92:99,99,92,1
573,23,84,3胜3负,3胜3负,76:99,99,76,1
574,203,84,0胜0负,0胜0负,92:88,88,92,0
575,203,84,1胜0负,0胜1负,84:103,103,84,0
576,84,203,1胜2负,2胜1负,109:93,93,109,1
577,84,203,2胜2负,2胜2负,104:114,114,104,1
578,203,84,3胜2负,2胜3负,100:103,103,100,1
579,203,84,3胜3负,3胜3负,88:95,95,88,1
580,3,85,0胜0负,0胜0负,95:107,107,95,0
581,85,57,1胜0负,0胜0负,110:114,114,110,1
582,85,36,1胜1负,0胜1负,100:101,101,100,1
583,99,85,0胜2负,1胜2负,93:103,103,93,0
584,85,64,2胜2负,2胜1负,104:95,95,104,1
585,148,85,3胜2负,3胜2负,97:102,102,97,0
586,43,85,2胜4负,4胜2负,111:110,110,111,0
587,31,85,2胜3负,4胜3负,95:118,118,95,0
588,176,85,5胜3负,5胜3负,104:110,110,104,1
589,71,85,6胜4负,7胜3负,88:104,104,88,0
590,162,85,7胜6负,10胜3负,92:107,107,92,0
591,85,10,11胜3负,4胜10负,95:84,84,95,0
592,17,85,7胜10负,14胜3负,107:97,97,107,1
593,85,3,14胜4负,7胜9负,87:107,107,87,0
594,85,113,14胜5负,9胜10负,103:82,82,103,1
595,85,17,15胜5负,10胜10负,110:95,95,110,1
596,85,24,16胜5负,18胜3负,84:90,90,84,1
597,10,85,9胜13负,16胜6负,107:114,114,107,1
598,134,85,6胜20负,17胜6负,94:117,117,94,0
599,24,85,20胜4负,18胜6负,94:97,97,94,1
600,169,85,7胜17负,19胜6负,103:122,122,103,1
601,71,85,15胜12负,20胜6负,119:121,121,119,1
602,85,155,21胜6负,13胜15负,101:95,95,101,1
603,85,127,22胜7负,24胜5负,108:107,107,108,0
604,85,106,23胜7负,14胜15负,97:94,94,97,0
605,85,92,24胜8负,10胜22负,110:94,94,110,1
606,85,50,27胜8负,12胜22负,92:102,102,92,0
607,85,99,27胜10负,17胜19负,97:114,114,97,0
608,85,57,27胜11负,13胜25负,101:86,86,101,1
609,85,71,29胜11负,20胜19负,114:121,121,114,1
610,43,85,14胜28负,29胜12负,86:93,93,86,1
611,155,85,16胜26负,30胜12负,102:109,109,102,1
612,204,85,33胜10负,31胜12负,101:113,113,101,1
613,120,85,36胜10负,32胜12负,112:95,95,112,1
614,85,148,34胜13负,34胜17负,116:112,112,116,0
615,85,134,35胜13负,16胜33负,89:94,94,89,1
616,85,162,35胜14负,30胜20负,103:97,97,103,1
617,85,120,38胜14负,43胜12负,103:81,81,103,1
618,3,85,29胜25负,39胜14负,79:93,93,79,1
619,50,85,21胜36负,40胜14负,82:108,108,82,0
620,85,183,43胜14负,40胜19负,103:106,106,103,1
621,85,204,43胜15负,44胜16负,87:111,111,87,0
622,99,85,33胜29负,43胜17负,90:99,99,90,1
623,36,85,32胜30负,44胜17负,96:95,95,96,0
624,106,85,28胜36负,44胜18负,111:107,107,111,0
625,183,85,44胜21负,44胜19负,104:113,113,104,1
626,85,10,45胜19负,26胜41负,100:96,96,100,1
627,85,197,47胜20负,28胜40负,95:105,105,95,0
628,85,24,48胜21负,51胜20负,83:84,84,83,1
629,85,17,48胜22负,26胜45负,110:78,78,110,1
630,36,85,42胜34负,53胜23负,88:87,87,88,0
631,85,190,53胜24负,45胜32负,102:107,107,102,1
632,24,85,54胜25负,53胜25负,86:98,98,86,1
633,85,71,54胜25负,36胜43负,85:98,98,85,1
634,36,85,0胜0负,0胜0负,86:107,107,86,0
635,85,36,2胜1负,1胜2负,102:96,96,102,1
636,36,85,1胜3负,3胜1负,94:96,96,94,1
637,24,85,1胜1负,1胜1负,87:99,99,87,1
638,24,85,1胜2负,2胜1负,90:102,102,90,0
639,24,85,2胜3负,3胜2负,92:117,117,92,0
640,85,204,0胜0负,0胜0负,95:110,110,95,0
641,85,204,0胜1负,1胜0负,98:96,96,98,0
642,204,85,1胜1负,1胜1负,111:92,92,111,1
643,85,204,1胜3负,3胜1负,87:104,104,87,0
644,86,58,1胜0负,0胜2负,114:96,96,114,1
645,65,86,2胜0负,2胜0负,102:107,107,102,1
646,184,86,4胜0负,3胜0负,108:91,91,108,1
647,114,86,2胜3负,3胜2负,92:102,102,92,0
648,86,177,4胜2负,4胜2负,105:96,96,105,1
649,25,86,2胜6负,5胜2负,81:75,75,81,0
650,86,72,5胜3负,4胜3负,103:114,114,103,1
651,149,86,6胜4负,6胜5负,110:93,93,110,1
652,86,93,6胜6负,6胜8负,99:92,92,99,0
653,86,100,9胜7负,10胜5负,86:107,107,86,0
654,72,86,10胜6负,9胜8负,112:102,102,112,0
655,86,32,9胜9负,10胜10负,85:109,109,85,0
656,86,163,9胜11负,12胜10负,103:97,97,103,1
657,86,107,10胜11负,9胜12负,82:102,102,82,0
658,4,86,14胜8负,11胜12负,93:75,75,93,0
659,86,37,11胜13负,10胜12负,95:91,91,95,0
660,135,86,6胜19负,12胜13负,105:87,87,105,1
661,100,86,18胜6负,12胜14负,105:103,103,105,0
662,11,86,17胜10负,13胜16负,91:101,101,91,0
663,191,86,21胜8负,14胜16负,103:95,95,103,1
664,93,86,12胜21负,14胜17负,102:101,101,102,0
665,86,25,14胜18负,11胜21负,95:106,106,95,0
666,37,86,16胜16负,14胜20负,84:88,88,84,1
667,86,156,16胜21负,12胜26负,78:75,75,78,0
668,86,142,17胜21负,30胜5负,89:104,104,89,0
669,86,170,17胜22负,16胜22负,95:83,83,95,0
670,86,4,19胜24负,29胜16负,96:84,84,96,0
671,86,44,20胜26负,16胜29负,83:75,75,83,0
672,51,86,10胜41负,21胜29负,95:109,109,95,0
673,86,11,22胜29负,32胜21负,93:113,113,93,0
674,58,86,12胜43负,23胜31负,108:119,119,108,1
675,86,93,24胜31负,19胜39负,93:90,90,93,0
676,72,86,46胜12负,25胜32负,93:91,91,93,0
677,163,86,31胜29负,25胜33负,98:115,115,98,0
678,156,86,16胜43负,26胜33负,94:100,100,94,0
679,86,100,27胜33负,34胜27负,97:99,99,97,1
680,44,86,25胜36负,28胜34负,100:90,90,100,1
681,37,86,25胜37负,28胜35负,98:104,104,98,0
682,86,65,29胜35负,38胜26负,92:102,102,92,0
683,11,86,43胜25负,29胜36负,92:106,106,92,0
684,128,86,44胜21负,30胜36负,104:108,108,104,1
685,86,32,32胜37负,34胜36负,88:89,89,88,1
686,86,44,32胜38负,31胜39负,93:86,86,93,0
687,18,86,28胜44负,33胜39负,102:109,109,102,1
688,86,11,34胜40负,48胜27负,88:114,114,88,0
689,86,25,34胜42负,33胜43负,89:112,112,89,0
690,4,86,46胜32负,35胜43负,89:78,78,89,0
691,65,86,47胜32负,35胜44负,107:104,104,107,0
692,93,86,25胜55负,35胜45负,93:100,100,93,0
693,86,58,36胜45负,18胜63负,105:101,101,105,0
694,185,87,0胜2负,1胜1负,89:109,109,89,0
695,73,87,3胜1负,2胜1负,98:92,92,98,0
696,87,115,2胜2负,2胜1负,96:84,84,96,0
697,66,87,5胜1负,3胜3负,76:96,96,76,1
698,136,87,4胜3负,5胜3负,91:92,92,91,1
699,115,87,4胜6负,6胜3负,103:91,91,103,1
700,171,87,4胜8负,6胜4负,109:116,116,109,1
701,52,87,8胜6负,8胜4负,78:95,95,78,1
702,87,19,9胜4负,7胜7负,81:104,104,81,0
703,87,26,12胜8负,12胜8负,83:96,96,83,1
704,192,87,13胜11负,12胜9负,97:100,100,97,0
705,87,73,13胜9负,14胜11负,100:88,88,100,1
706,66,87,16胜11负,15胜9负,108:94,94,108,1
707,129,87,11胜17负,15胜10负,109:116,116,109,1
708,87,94,17胜11负,17胜12负,108:101,101,108,0
709,38,87,8胜22负,18胜11负,111:105,105,111,0
710,87,192,18胜12负,17胜16负,90:99,99,90,1
711,178,87,19胜13负,18胜13负,82:106,106,82,0
712,87,101,19胜13负,15胜16负,97:75,75,97,0
713,26,87,19胜14负,20胜13负,100:103,103,100,1
714,87,164,21胜14负,13胜25负,103:95,95,103,1
715,87,136,22胜14负,15胜20负,83:98,98,83,1
716,87,108,22胜17负,15胜24负,98:95,95,98,0
717,87,122,23胜17负,29胜12负,74:99,99,74,1
718,33,87,18胜25负,23胜18负,91:79,79,91,0
719,87,101,23胜19负,19胜21负,87:106,106,87,0
720,87,66,23胜20负,27胜15负,81:101,101,81,0
721,87,5,23胜21负,25胜18负,89:84,84,89,0
722,87,38,24胜21负,12胜33负,102:98,98,102,1
723,87,33,25胜21负,20胜28负,107:103,103,107,0
724,87,185,27胜21负,25胜25负,102:115,115,102,1
725,87,178,27胜22负,28胜23负,93:90,90,93,0
726,206,87,43胜8负,29胜23负,119:101,101,119,0
727,87,73,29胜24负,31胜24负,115:111,111,115,0
728,26,87,30胜25负,31胜24负,93:101,101,93,0
729,87,52,32胜26负,25胜35负,98:81,81,98,0
730,5,87,30胜28负,33胜26负,111:129,129,111,1
731,164,87,15胜45负,34胜26负,92:108,108,92,0
732,87,59,35胜26负,8胜53负,112:102,102,112,0
733,87,33,37胜26负,26胜38负,108:114,114,108,1
734,87,5,37胜27负,32胜31负,118:96,96,118,1
735,87,199,40胜29负,26胜43负,113:99,99,113,1
736,38,87,21胜51负,42胜30负,99:110,110,99,0
737,87,171,43胜31负,30胜45负,112:106,106,112,0
738,87,129,44胜31负,40胜36负,93:110,110,93,0
739,5,87,39胜39负,45胜32负,98:106,106,98,0
740,87,94,46胜32负,33胜45负,109:112,112,109,1
741,94,87,34胜45负,46胜33负,96:118,118,96,0
742,87,19,47胜33负,43胜37负,99:93,93,99,0
743,87,66,0胜0负,0胜0负,102:96,96,102,1
744,66,87,1胜1负,1胜1负,95:91,91,95,0
745,87,66,2胜2负,2胜2负,91:99,99,91,1
746,66,87,3胜2负,2胜3负,91:103,103,91,0
747,88,95,0胜0负,0胜0负,108:96,96,108,1
748,207,88,3胜0负,1胜1负,106:99,99,106,1
749,172,88,2胜2负,1胜2负,96:108,108,96,0
750,88,67,2胜2负,3胜1负,87:96,96,87,1
751,88,123,2胜3负,5胜1负,85:97,97,85,1
752,6,88,4胜4负,2胜4负,98:95,95,98,0
753,88,207,2胜6负,7胜3负,90:94,94,90,1
754,74,88,7胜2负,2胜7负,93:90,90,93,0
755,34,88,5胜5负,2胜8负,73:96,96,73,1
756,88,102,3胜8负,3胜8负,114:111,111,114,0
757,88,60,4胜8负,3胜10负,94:101,101,94,0
758,88,193,4胜10负,10胜5负,90:81,81,90,0
759,46,88,9胜7负,5胜11负,112:104,104,112,0
760,88,137,6胜12负,11胜8负,111:110,110,111,0
761,88,130,7胜12负,10胜10负,92:99,99,92,1
762,88,6,7胜16负,12胜10负,100:105,105,100,1
763,102,88,9胜13负,7胜17负,101:112,112,101,1
764,46,88,14胜12负,9胜18负,105:95,95,105,1
765,88,200,10胜20负,10胜21负,87:91,91,87,1
766,123,88,19胜12负,10胜21负,106:94,94,106,1
767,88,46,10胜23负,19胜14负,114:117,117,114,1
768,88,158,11胜26负,13胜26负,100:127,127,100,1
769,88,151,11胜27负,25胜14负,86:98,98,86,1
770,88,144,11胜28负,32胜6负,95:107,107,95,0
771,34,88,20胜22负,13胜30负,97:109,109,97,0
772,74,88,28胜20负,19胜30负,93:116,116,93,0
773,60,88,18胜31负,20胜30负,102:125,125,102,1
774,88,34,22胜30负,22胜28负,106:88,88,106,1
775,88,39,23胜30负,9胜44负,108:99,99,108,1
776,88,60,24胜30负,19胜34负,109:117,117,109,1
777,95,88,20胜36负,24胜31负,116:107,107,116,0
778,88,186,24胜32负,40胜17负,117:109,109,117,0
779,88,74,25胜32负,32胜24负,108:90,90,108,1
780,27,88,30胜28负,26胜32负,95:113,113,95,0
781,88,179,27胜32负,23胜35负,89:96,96,89,1
782,60,88,22胜37负,27胜33负,98:125,125,98,0
783,88,95,28胜33负,22胜39负,99:110,110,99,0
784,13,88,42胜18负,28胜34负,92:120,120,92,0
785,67,88,38胜27负,31胜34负,89:104,104,89,0
786,88,27,32胜34负,33胜32负,98:102,102,98,0
787,200,88,27胜40负,32胜35负,112:120,120,112,1
788,116,88,28胜39负,33胜35负,105:123,123,105,1
789,130,88,31胜37负,34胜35负,115:104,104,115,0
790,165,88,22胜48负,34胜36负,97:112,112,97,0
791,88,46,35胜37负,47胜26负,108:112,112,108,1
792,88,67,38胜40负,48胜31负,94:96,96,94,1
793,88,102,38胜41负,48胜31负,106:103,103,106,0
794,13,88,51胜29负,39胜41负,121:124,124,121,1
795,102,88,49胜32负,40胜41负,102:110,110,102,1
796,173,103,2胜1负,2胜1负,102:101,101,102,0
797,103,173,3胜2负,3胜1负,103:92,92,103,1
798,40,173,6胜1负,3胜2负,87:89,89,87,1
799,173,187,4胜2负,4胜4负,106:91,91,106,1
800,54,173,2胜6负,5胜2负,90:99,99,90,1
801,194,173,8胜0负,6胜2负,95:98,98,95,1
802,173,68,7胜4负,8胜4负,98:93,93,98,0
803,14,173,5胜8负,8胜4负,84:88,88,84,1
804,173,117,9胜4负,10胜4负,111:103,103,111,0
805,82,173,9胜7负,11胜4负,95:106,106,95,0
806,180,173,5胜11负,12胜4负,91:101,101,91,0
807,110,173,4胜13负,13胜4负,86:100,100,86,0
808,173,131,14胜4负,15胜5负,93:81,81,93,0
809,131,173,17胜7负,18胜4负,97:103,103,97,0
810,28,173,9胜13负,19胜4负,103:99,99,103,1
811,124,173,12胜13负,19胜5负,98:103,103,98,0
812,159,173,12胜12负,20胜5负,91:106,106,91,0
813,201,173,27胜4负,24胜6负,99:93,93,99,0
814,173,28,24胜7负,12胜18负,87:99,99,87,1
815,124,173,18胜16负,25胜8负,81:84,84,81,1
816,117,173,23胜13负,26胜8负,99:95,95,99,0
817,89,173,24胜12负,26胜9负,117:107,107,117,0
818,173,21,26胜10负,15胜20负,89:102,102,89,0
819,173,201,26胜11负,33胜6负,89:101,101,89,0
820,173,187,26胜12负,18胜21负,70:89,89,70,1
821,173,0,27胜14负,28胜14负,77:82,82,77,1
822,145,173,17胜26负,28胜15负,105:112,112,105,1
823,180,173,22胜25负,29胜15负,106:111,111,106,1
824,173,47,32胜15负,25胜22负,113:97,97,113,1
825,173,40,33胜15负,37胜11负,101:97,97,101,1
826,7,173,8胜43负,35胜15负,96:99,99,96,1
827,173,166,36胜15负,12胜36负,102:100,100,102,0
828,173,159,39胜16负,27胜26负,112:106,106,112,0
829,131,173,31胜26负,40胜16负,99:118,118,99,0
830,173,96,41胜16负,15胜42负,105:99,99,105,1
831,173,61,42胜16负,16胜43负,114:96,96,114,1
832,173,54,43胜16负,30胜29负,101:93,93,101,1
833,21,173,27胜33负,44胜16负,108:116,116,108,1
834,173,194,46胜17负,37胜29负,92:93,93,92,1
835,152,173,46胜20负,47胜18负,96:91,91,96,0
836,173,124,47胜19负,37胜29负,101:104,104,101,1
837,138,173,30胜39负,48胜21负,73:101,101,73,0
838,110,173,17胜54负,49胜21负,96:104,104,96,0
839,173,159,51胜21负,36胜35负,91:83,83,91,0
840,173,138,53胜22负,32胜44负,92:99,99,92,1
841,173,124,53胜23负,44胜32负,96:104,104,96,0
842,145,173,31胜48负,53胜25负,96:107,107,96,0
843,159,173,38胜41负,54胜25负,90:115,115,90,0
844,173,180,55胜25负,42胜38负,98:91,91,98,0
845,124,173,0胜1负,1胜0负,89:101,101,89,0
846,173,124,2胜1负,1胜2负,82:84,84,82,1
847,124,173,2胜2负,2胜2负,82:93,93,82,1
848,152,173,0胜2负,2胜0负,92:98,98,92,1
849,152,173,0胜3负,3胜0负,86:122,122,86,0
850,117,173,0胜0负,0胜0负,112:121,121,112,1
851,117,173,0胜1负,1胜0负,106:100,100,106,0
852,173,117,2胜1负,1胜2负,112:105,105,112,0
853,82,173,1胜1负,1胜1负,88:86,86,88,0
854,173,82,3胜2负,2胜3负,105:95,95,105,1
855,104,174,0胜0负,0胜1负,115:93,93,115,1
856,174,118,0胜2负,3胜0负,102:104,104,102,1
857,62,174,1胜1负,0胜3负,86:99,99,86,1
858,174,111,1胜3负,0胜3负,82:99,99,82,1
859,118,174,5胜0负,1胜4负,87:100,100,87,0
860,174,202,3胜4负,4胜2负,71:93,93,71,1
861,174,41,5胜5负,4胜4负,90:85,85,90,0
862,29,174,4胜6负,6胜5负,76:102,102,76,0
863,174,153,8胜5负,9胜5负,70:73,73,70,1
864,174,146,8胜6负,7胜4负,89:91,91,89,1
865,174,132,8胜7负,9胜4负,94:91,91,94,0
866,174,195,9胜7负,3胜12负,83:81,81,83,0
867,111,174,7胜10负,11胜7负,105:90,90,105,1
868,132,174,10胜6负,11胜8负,101:116,116,101,1
869,174,160,13胜8负,7胜12负,122:99,99,122,1
870,118,174,16胜4负,14胜8负,95:86,86,95,0
871,22,174,15胜6负,14胜9负,98:87,87,98,0
872,174,104,14胜11负,15胜10负,105:95,95,105,1
873,174,111,15胜11负,13胜13负,104:97,97,104,1
874,146,174,17胜8负,17胜11负,92:96,96,92,1
875,104,174,17胜12负,18胜11负,84:102,102,84,0
876,174,48,20胜11负,15胜16负,97:104,104,97,0
877,41,174,15胜15负,20胜12负,73:89,89,73,1
878,153,174,19胜13负,21胜12负,96:91,91,96,0
879,132,174,17胜18负,21胜16负,96:102,102,96,0
880,174,118,22胜16负,29胜8负,91:95,95,91,1
881,48,174,18胜19负,22胜17负,85:95,95,85,1
882,174,160,23胜17负,17胜21负,94:96,96,94,1
883,174,167,23胜18负,13胜26负,97:110,110,97,0
884,174,139,23胜19负,15胜21负,87:111,111,87,0
885,97,174,9胜31负,23胜20负,98:107,107,98,0
886,202,174,29胜13负,25胜20负,99:106,106,99,0
887,174,104,26胜20负,25胜20负,112:95,95,112,1
888,174,202,27胜21负,30胜14负,87:104,104,87,0
889,174,181,27胜22负,26胜22负,101:99,99,101,1
890,174,90,29胜23负,32胜19负,100:98,98,100,1
891,146,174,31胜21负,30胜23负,94:75,75,94,0
892,174,188,31胜25负,31胜23负,89:94,94,89,1
893,174,125,33胜26负,28胜31负,97:94,94,97,0
894,174,153,34胜26负,38胜22负,108:112,112,108,1
895,174,132,34胜27负,31胜30负,121:123,123,121,1
896,181,174,32胜29负,34胜28负,110:117,117,110,1
897,174,1,36胜28负,47胜16负,83:93,93,83,1
898,175,49,4胜1负,3胜0负,94:104,104,94,0
899,112,175,4胜2负,4胜3负,90:82,82,90,0
900,98,175,0胜6负,4胜4负,101:107,107,101,1
901,175,23,5胜4负,3胜6负,83:103,103,83,0
902,175,9,5胜5负,2胜6负,103:95,95,103,1
903,140,175,5胜5负,6胜5负,105:101,101,105,0
904,49,175,8胜1负,6胜6负,111:114,114,111,1
905,175,56,7胜7负,8胜6负,98:100,100,98,0
906,175,161,8胜10负,7胜12负,97:94,94,97,0
907,168,175,7胜12负,10胜10负,96:119,119,96,0
908,175,42,11胜10负,11胜9负,115:117,117,115,1
909,175,189,12胜14负,17胜6负,82:92,92,82,1
910,105,175,16胜14负,12胜17负,106:85,85,106,1
911,203,175,23胜8负,12胜18负,111:86,86,111,1
912,196,175,7胜25负,13胜20负,99:96,96,99,0
913,175,133,13胜21负,17胜18负,94:100,100,94,0
914,175,147,13胜22负,27胜8负,93:99,99,93,1
915,189,175,24胜10负,14胜23负,83:104,104,83,0
916,182,175,21胜18负,16胜23负,100:105,105,100,1
917,119,175,31胜8负,17胜23负,117:114,114,117,0
918,175,91,17胜24负,14胜25负,111:105,105,111,0
919,203,175,34胜11负,18胜24负,113:107,107,113,0
920,161,175,15胜29负,18胜25负,95:110,110,95,0
921,175,119,20胜27负,35胜12负,91:112,112,91,0
922,126,175,25胜23负,20胜28负,99:105,105,99,0
923,140,175,30胜20负,21胜28负,91:116,116,91,0
924,91,175,15胜38负,23胜29负,96:111,111,96,0
925,175,196,24胜29负,19胜36负,104:100,100,104,0
926,154,175,27胜29负,25胜29负,103:99,99,103,1
927,30,175,26胜28负,25胜30负,95:90,90,95,0
928,175,189,25胜31负,37胜18负,84:90,90,84,1
929,175,35,25胜32负,34胜24负,98:90,90,98,0
930,182,175,33胜28负,26胜33负,108:112,112,108,1
931,175,16,27胜33负,23胜40负,102:99,99,102,1
932,175,112,28胜33负,21胜38负,100:77,77,100,1
933,175,30,29胜33负,32胜29负,115:108,108,115,0
934,9,175,22胜42负,30胜34负,86:96,96,86,1
935,119,175,49胜17负,31胜34负,107:101,101,107,0
936,175,70,31胜35负,37胜29负,127:113,113,127,0
937,42,175,36胜31负,32胜36负,94:104,104,94,0
938,147,175,48胜22负,34胜36负,102:109,109,102,1
939,23,175,45胜27负,35胜36负,103:78,78,103,1
940,175,154,36胜37负,38胜36负,81:101,101,81,0
941,175,126,37胜39负,33胜43负,96:91,91,96,0
942,161,175,23胜55负,38胜39负,102:91,91,102,1
943,105,175,54胜24负,38胜40负,105:108,108,105,1
944,189,175,54胜26负,40胜40负,103:97,97,103,1
