客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分
86,58,36胜45负,18胜63负,105:101
185,87,0胜2负,1胜1负,89:109
73,87,3胜1负,2胜1负,98:92
87,115,2胜2负,2胜1负,96:84
66,87,5胜1负,3胜3负,76:96
136,87,4胜3负,5胜3负,91:92
115,87,4胜6负,6胜3负,103:91
171,87,4胜8负,6胜4负,109:116
52,87,8胜6负,8胜4负,78:95
87,19,9胜4负,7胜7负,81:104
87,26,12胜8负,12胜8负,83:96
192,87,13胜11负,12胜9负,97:100
87,73,13胜9负,14胜11负,100:88
66,87,16胜11负,15胜9负,108:94
129,87,11胜17负,15胜10负,109:116
87,94,17胜11负,17胜12负,108:101
38,87,8胜22负,18胜11负,111:105
87,192,18胜12负,17胜16负,90:99
178,87,19胜13负,18胜13负,82:106
87,101,19胜13负,15胜16负,97:75
26,87,19胜14负,20胜13负,100:103
87,164,21胜14负,13胜25负,103:95
87,136,22胜14负,15胜20负,83:98
87,108,22胜17负,15胜24负,98:95
87,122,23胜17负,29胜12负,74:99
33,87,18胜25负,23胜18负,91:79
87,101,23胜19负,19胜21负,87:106
87,66,23胜20负,27胜15负,81:101
87,5,23胜21负,25胜18负,89:84
87,38,24胜21负,12胜33负,102:98
87,33,25胜21负,20胜28负,107:103
87,185,27胜21负,25胜25负,102:115
87,178,27胜22负,28胜23负,93:90
206,87,43胜8负,29胜23负,119:101
87,73,29胜24负,31胜24负,115:111
26,87,30胜25负,31胜24负,93:101
143,87,50胜5负,32胜24负,118:112
87,52,32胜26负,25胜35负,98:81
5,87,30胜28负,33胜26负,111:129
164,87,15胜45负,34胜26负,92:108
87,59,35胜26负,8胜53负,112:102
87,33,37胜26负,26胜38负,108:114
87,5,37胜27负,32胜31负,118:96
87,199,40胜29负,26胜43负,113:99
38,87,21胜51负,42胜30负,99:110
87,171,43胜31负,30胜45负,112:106
87,129,44胜31负,40胜36负,93:110
5,87,39胜39负,45胜32负,98:106
87,94,46胜32负,33胜45负,109:112
94,87,34胜45负,46胜33负,96:118
87,19,47胜33负,43胜37负,99:93
87,66,0胜0负,0胜0负,102:96
66,87,1胜1负,1胜1负,95:91
87,66,2胜2负,2胜2负,91:99
66,87,3胜2负,2胜3负,91:103
88,95,0胜0负,0胜0负,108:96
207,88,3胜0负,1胜1负,106:99
172,88,2胜2负,1胜2负,96:108
88,67,2胜2负,3胜1负,87:96
88,123,2胜3负,5胜1负,85:97
6,88,4胜4负,2胜4负,98:95
88,207,2胜6负,7胜3负,90:94
74,88,7胜2负,2胜7负,93:90
34,88,5胜5负,2胜8负,73:96
88,102,3胜8负,3胜8负,114:111
88,60,4胜8负,3胜10负,94:101
88,193,4胜10负,10胜5负,90:81
46,88,9胜7负,5胜11负,112:104
88,137,6胜12负,11胜8负,111:110
88,130,7胜12负,10胜10负,92:99
88,6,7胜16负,12胜10负,100:105
102,88,9胜13负,7胜17负,101:112
46,88,14胜12负,9胜18负,105:95
88,200,10胜20负,10胜21负,87:91
123,88,19胜12负,10胜21负,106:94
88,46,10胜23负,19胜14负,114:117
88,158,11胜26负,13胜26负,100:127
88,151,11胜27负,25胜14负,86:98
88,144,11胜28负,32胜6负,95:107
34,88,20胜22负,13胜30负,97:109
144,88,38胜6负,14胜30负,102:105
74,88,28胜20负,19胜30负,93:116
60,88,18胜31负,20胜30负,102:125
88,34,22胜30负,22胜28负,106:88
88,39,23胜30负,9胜44负,108:99
88,60,24胜30负,19胜34负,109:117
95,88,20胜36负,24胜31负,116:107
88,186,24胜32负,40胜17负,117:109
88,74,25胜32负,32胜24负,108:90
27,88,30胜28负,26胜32负,95:113
88,179,27胜32负,23胜35负,89:96
60,88,22胜37负,27胜33负,98:125
88,95,28胜33负,22胜39负,99:110
13,88,42胜18负,28胜34负,92:120
67,88,38胜27负,31胜34负,89:104
88,27,32胜34负,33胜32负,98:102
200,88,27胜40负,32胜35负,112:120
116,88,28胜39负,33胜35负,105:123
130,88,31胜37负,34胜35负,115:104
165,88,22胜48负,34胜36负,97:112
88,46,35胜37负,47胜26负,108:112
88,67,38胜40负,48胜31负,94:96
88,102,38胜41负,48胜31负,106:103
13,88,51胜29负,39胜41负,121:124
102,88,49胜32负,40胜41负,102:110
173,103,2胜1负,2胜1负,102:101
103,173,3胜2负,3胜1负,103:92
40,173,6胜1负,3胜2负,87:89
173,187,4胜2负,4胜4负,106:91
54,173,2胜6负,5胜2负,90:99
194,173,8胜0负,6胜2负,95:98
173,68,7胜4负,8胜4负,98:93
14,173,5胜8负,8胜4负,84:88
173,117,9胜4负,10胜4负,111:103
82,173,9胜7负,11胜4负,95:106
180,173,5胜11负,12胜4负,91:101
110,173,4胜13负,13胜4负,86:100
173,131,14胜4负,15胜5负,93:81
131,173,17胜7负,18胜4负,97:103
28,173,9胜13负,19胜4负,103:99
124,173,12胜13负,19胜5负,98:103
159,173,12胜12负,20胜5负,91:106
173,82,21胜5负,21胜8负,98:96
201,173,27胜4负,24胜6负,99:93
173,28,24胜7负,12胜18负,87:99
124,173,18胜16负,25胜8负,81:84
117,173,23胜13负,26胜8负,99:95
89,173,24胜12负,26胜9负,117:107
173,21,26胜10负,15胜20负,89:102
173,201,26胜11负,33胜6负,89:101
173,187,26胜12负,18胜21负,70:89
173,0,27胜14负,28胜14负,77:82
145,173,17胜26负,28胜15负,105:112
180,173,22胜25负,29胜15负,106:111
173,47,32胜15负,25胜22负,113:97
173,40,33胜15负,37胜11负,101:97
7,173,8胜43负,35胜15负,96:99
173,166,36胜15负,12胜36负,102:100
173,159,39胜16负,27胜26负,112:106
131,173,31胜26负,40胜16负,99:118
173,96,41胜16负,15胜42负,105:99
173,61,42胜16负,16胜43负,114:96
173,54,43胜16负,30胜29负,101:93
21,173,27胜33负,44胜16负,108:116
173,194,46胜17负,37胜29负,92:93
152,173,46胜20负,47胜18负,96:91
173,124,47胜19负,37胜29负,101:104
173,138,47胜20负,30胜37负,112:106
138,173,30胜39负,48胜21负,73:101
110,173,17胜54负,49胜21负,96:104
173,159,51胜21负,36胜35负,91:83
173,138,53胜22负,32胜44负,92:99
173,124,53胜23负,44胜32负,96:104
145,173,31胜48负,53胜25负,96:107
159,173,38胜41负,54胜25负,90:115
173,180,55胜25负,42胜38负,98:91
124,173,0胜1负,1胜0负,89:101
173,124,2胜1负,1胜2负,82:84
124,173,2胜2负,2胜2负,82:93
152,173,0胜2负,2胜0负,92:98
152,173,0胜3负,3胜0负,86:122
117,173,0胜0负,0胜0负,112:121
117,173,0胜1负,1胜0负,106:100
173,117,2胜1负,1胜2负,112:105
173,82,0胜0负,0胜0负,84:92
82,173,1胜1负,1胜1负,88:86
82,173,2胜1负,1胜2负,83:86
173,82,3胜2负,2胜3负,105:95
104,174,0胜0负,0胜1负,115:93
174,118,0胜2负,3胜0负,102:104
62,174,1胜1负,0胜3负,86:99
174,111,1胜3负,0胜3负,82:99
118,174,5胜0负,1胜4负,87:100
174,202,3胜4负,4胜2负,71:93
174,41,5胜5负,4胜4负,90:85
29,174,4胜6负,6胜5负,76:102
174,153,8胜5负,9胜5负,70:73
174,146,8胜6负,7胜4负,89:91
174,132,8胜7负,9胜4负,94:91
174,195,9胜7负,3胜12负,83:81
111,174,7胜10负,11胜7负,105:90
132,174,10胜6负,11胜8负,101:116
174,160,13胜8负,7胜12负,122:99
118,174,16胜4负,14胜8负,95:86
22,174,15胜6负,14胜9负,98:87
174,104,14胜11负,15胜10负,105:95
174,111,15胜11负,13胜13负,104:97
146,174,17胜8负,17胜11负,92:96
104,174,17胜12负,18胜11负,84:102
174,48,20胜11负,15胜16负,97:104
41,174,15胜15负,20胜12负,73:89
153,174,19胜13负,21胜12负,96:91
132,174,17胜18负,21胜16负,96:102
174,118,22胜16负,29胜8负,91:95
48,174,18胜19负,22胜17负,85:95
174,160,23胜17负,17胜21负,94:96
174,167,23胜18负,13胜26负,97:110
174,139,23胜19负,15胜21负,87:111
97,174,9胜31负,23胜20负,98:107
202,174,29胜13负,25胜20负,99:106
174,104,26胜20负,25胜20负,112:95
174,202,27胜21负,30胜14负,87:104
174,181,27胜22负,26胜22负,101:99
174,83,29胜22负,35胜13负,85:106
174,90,29胜23负,32胜19负,100:98
146,174,31胜21负,30胜23负,94:75
174,188,31胜25负,31胜23负,89:94
174,139,32胜26负,22胜35负,112:103
174,125,33胜26负,28胜31负,97:94
174,153,34胜26负,38胜22负,108:112
174,132,34胜27负,31胜30负,121:123
181,174,32胜29负,34胜28负,110:117
139,174,22胜39负,35胜28负,94:104
174,1,36胜28负,47胜16负,83:93
175,49,4胜1负,3胜0负,94:104
112,175,4胜2负,4胜3负,90:82
98,175,0胜6负,4胜4负,101:107
175,23,5胜4负,3胜6负,83:103
175,9,5胜5负,2胜6负,103:95
140,175,5胜5负,6胜5负,105:101
49,175,8胜1负,6胜6负,111:114
175,56,7胜7负,8胜6负,98:100
175,161,8胜10负,7胜12负,97:94
168,175,7胜12负,10胜10负,96:119
175,42,11胜10负,11胜9负,115:117
175,189,12胜14负,17胜6负,82:92
105,175,16胜14负,12胜17负,106:85
203,175,23胜8负,12胜18负,111:86
175,84,13胜19负,21胜8负,109:119
196,175,7胜25负,13胜20负,99:96
175,133,13胜21负,17胜18负,94:100
175,147,13胜22负,27胜8负,93:99
189,175,24胜10负,14胜23负,83:104
182,175,21胜18负,16胜23负,100:105
119,175,31胜8负,17胜23负,117:114
175,91,17胜24负,14胜25负,111:105
203,175,34胜11负,18胜24负,113:107
161,175,15胜29负,18胜25负,95:110
175,140,19胜26负,28胜17负,97:100
175,119,20胜27负,35胜12负,91:112
126,175,25胜23负,20胜28负,99:105
140,175,30胜20负,21胜28负,91:116
91,175,15胜38负,23胜29负,96:111
175,196,24胜29负,19胜36负,104:100
154,175,27胜29负,25胜29负,103:99
30,175,26胜28负,25胜30负,95:90
175,189,25胜31负,37胜18负,84:90
175,35,25胜32负,34胜24负,98:90
182,175,33胜28负,26胜33负,108:112
175,16,27胜33负,23胜40负,102:99
175,112,28胜33负,21胜38负,100:77
175,30,29胜33负,32胜29负,115:108
9,175,22胜42负,30胜34负,86:96
119,175,49胜17负,31胜34负,107:101
175,70,31胜35负,37胜29负,127:113
42,175,36胜31负,32胜36负,94:104
147,175,48胜22负,34胜36负,102:109
23,175,45胜27负,35胜36负,103:78
175,154,36胜37负,38胜36负,81:101
175,126,37胜39负,33胜43负,96:91
161,175,23胜55负,38胜39负,102:91
105,175,54胜24负,38胜40负,105:108
189,175,54胜26负,40胜40负,103:97
196,175,27胜54负,40胜41负,87:99
71,176,0胜0负,0胜0负,109:118
176,183,1胜0负,1胜0负,105:113
190,176,1胜1负,1胜1负,99:111
176,120,3胜1负,2胜1负,93:107
57,176,5胜6负,6胜4负,94:97
183,176,8胜4负,7胜4负,120:123
176,106,9胜4负,5胜6负,100:102
176,197,11胜8负,9胜8负,100:97
176,169,13胜8负,5胜13负,97:112
176,141,13胜9负,12胜10负,93:95
176,162,15胜11负,15胜10负,108:123
204,176,22胜7负,16胜12负,116:107
176,3,16胜13负,11胜16负,105:83
176,99,18胜13负,14胜14负,87:78
155,176,14胜20负,19胜15负,97:110
197,176,15胜20负,21胜16负,107:110
176,148,23胜16负,26胜13负,127:129
176,162,23胜17负,22胜16负,110:107
127,176,30胜9负,24胜17负,127:111
176,64,25胜18负,20胜20负,85:93
169,176,15胜30负,26胜21负,103:107
176,190,28胜21负,26胜21负,110:96
134,176,16胜32负,29胜21负,81:103
176,24,31胜22负,40胜11负,81:73
176,57,32胜23负,15胜40负,124:112
176,50,34胜23负,21胜35负,110:108
197,176,23胜33负,35胜23负,89:108
3,176,31胜26负,36胜23负,100:91
176,204,36胜24负,42胜16负,106:112
176,106,36胜25负,25胜34负,110:115
127,176,42胜19负,36胜26负,98:103
176,141,38胜26负,40胜24负,85:108
176,134,38胜27负,22胜42负,108:101
176,120,39胜27负,48胜17负,109:86
113,176,33胜32负,41胜27负,123:122
106,176,31胜37负,41胜28负,106:122
36,176,36胜31负,42胜28负,107:104
148,176,50胜22负,43胜29负,109:103
169,176,25胜47负,43胜30负,100:103
141,176,45胜28负,44胜30负,122:120
176,148,44胜31负,54胜22负,113:107
176,155,45胜31负,25胜50负,107:95
176,134,47胜31负,24胜53负,95:83
162,176,47胜32负,48胜32负,98:101
204,176,1胜2负,2胜1负,93:89
176,204,2胜2负,2胜2负,103:109
204,176,3胜2负,2胜3负,111:113
176,204,3胜3负,3胜3负,96:119
177,205,0胜0负,0胜0负,100:101
135,177,0胜1负,0胜1负,102:120
177,198,1胜1负,1胜0负,109:104
177,128,3胜1负,2胜2负,87:108
177,135,3胜2负,2胜3负,105:82
86,177,4胜2负,4胜2负,105:96
170,177,5胜2负,4胜3负,98:106
58,177,0胜7负,5胜3负,70:123
114,177,2胜6负,6胜3负,117:131
177,100,8胜3负,7胜2负,105:102
156,177,3胜9负,9胜3负,106:140
177,184,10胜3负,9胜3负,92:95
25,177,5胜8负,10胜4负,111:100
51,177,4胜11负,10胜5负,102:109
177,58,12胜5负,0胜15负,110:103
177,4,13胜5负,11胜6负,132:129
32,177,11胜10负,15胜6负,102:125
198,177,10胜10负,16胜7负,107:112
142,177,19胜2负,17胜7负,105:98
72,177,19胜7负,20胜8负,105:102
100,177,22胜8负,22胜10负,87:114
177,44,23胜10负,11胜18负,119:101
177,11,24胜10负,19胜14负,109:90
177,37,25胜10负,16胜17负,96:88
18,177,11胜23负,26胜10负,108:95
177,107,27胜12负,17胜20负,107:114
107,177,18胜20负,27胜13负,89:97
4,177,28胜16负,30胜13负,102:98
177,198,30胜14负,22胜21负,106:109
177,86,30胜17负,20胜25负,93:72
177,93,31胜17负,15胜34负,108:93
114,177,8胜39负,32胜17负,94:100
177,170,33胜18负,17胜30负,101:78
135,177,19胜33负,35胜19负,82:87
184,177,36胜17负,36胜20负,100:111
65,177,37胜19负,38胜20负,92:99
37,177,23胜33负,39胜21负,104:94
198,177,32胜27负,39胜22负,93:102
177,128,40胜22负,40胜19负,75:94
177,142,40胜23负,47胜12负,89:104
177,156,40胜24负,16胜45负,100:93
149,177,42胜23负,41胜25负,99:129
121,177,37胜29负,42胜25负,115:119
191,177,47胜21负,44胜25负,112:101
177,163,44胜26负,37胜33负,92:98
205,177,44胜25负,44胜27负,94:101
177,205,45胜27负,45胜26负,76:94
177,25,45胜28负,31胜41负,99:104
177,121,45胜29负,42胜32负,135:131
142,177,62胜13负,46胜30负,123:110
177,135,49胜31负,37胜43负,92:109
128,177,51胜30负,49胜32负,98:114
177,184,0胜1负,1胜0负,99:111
184,177,2胜0负,0胜2负,130:128
177,184,1胜3负,3胜1负,94:103
178,164,0胜0负,0胜0负,111:95
178,150,1胜0负,1胜0负,88:104
66,178,3胜0负,2胜1负,102:91
199,178,0胜5负,2胜3负,98:107
178,199,3胜3负,0胜6负,105:120
178,59,6胜4负,0胜10负,92:86
136,178,6胜5负,8胜4负,93:102
178,122,9胜4负,7胜6负,114:117
178,192,9胜5负,7胜7负,96:110
108,178,6胜10负,9胜7负,81:92
178,171,10胜7负,6胜12负,98:112
178,129,10胜8负,7胜11负,115:112
185,178,8胜11负,11胜8负,100:96
178,101,11胜9负,8胜9负,116:104
73,178,13胜9负,13胜9负,98:95
164,178,11胜14负,13胜11负,94:104
178,26,14胜11负,14胜9负,81:107
178,66,15胜12负,17胜12负,99:103
143,178,29胜1负,18胜13负,91:114
178,87,19胜13负,18胜13负,82:106
171,178,14胜20负,19胜15负,116:117
178,199,20胜15负,11胜22负,100:91
12,178,26胜9负,22胜16负,110:107
178,122,22胜17负,27胜12负,89:108
115,178,13胜30负,24胜19负,94:106
122,178,32胜12负,25胜19负,109:106
178,185,25胜20负,23胜22负,104:115
178,157,25胜21负,9胜37负,92:90
178,143,26胜21负,41胜4负,107:127
164,178,14胜34负,27胜22负,78:91
178,94,29胜26负,23胜29负,104:110
122,178,40胜16负,30胜27负,116:103
108,178,23胜35负,30胜28负,116:122
171,178,24胜35负,33胜28负,104:101
178,108,33胜29负,24胜38负,114:116
150,178,40胜21负,33胜30负,109:90
19,178,32胜31负,33胜31负,102:96
178,12,34胜33负,47胜19负,98:99
129,178,36胜34负,34胜35负,120:132
178,129,35胜35负,36胜35负,103:109
178,143,35胜36负,64胜7负,120:128
178,171,35胜37负,28胜44负,111:133
52,178,30胜45负,36胜38负,89:91
178,19,37胜38负,40胜35负,98:89
192,178,42胜36负,40胜38负,93:103
178,150,41胜38负,51胜28负,91:98
178,136,41胜39负,40胜40负,101:92
206,178,66胜15负,42胜39负,96:91
178,122,0胜0负,0胜0负,70:108
178,122,0胜1负,1胜0负,85:84
122,178,2胜1负,1胜2负,119:108
178,122,1胜3负,3胜1负,104:118
179,27,0胜0负,0胜0负,121:130
186,179,0胜1负,0胜1负,106:98
179,186,0胜2负,1胜1负,92:93
179,137,0胜3负,2胜2负,81:97
130,179,2胜3负,0胜4负,105:95
34,179,4胜2负,0胜5负,75:86
179,158,1胜5负,4胜3负,109:97
179,46,2胜7负,5胜5负,83:90
193,179,6胜5负,2胜8负,80:64
179,207,2胜10负,10胜3负,91:96
151,179,13胜2负,2胜11负,124:104
179,13,2胜12负,11胜2负,90:128
200,179,6胜11负,2胜13负,81:91
6,179,11胜7负,3胜15负,82:107
27,179,11胜11负,4胜17负,103:111
179,186,5胜17负,16胜7负,87:109
20,179,13胜13负,6胜18负,95:85
172,179,10胜16负,6胜20负,79:99
179,200,9胜21负,11胜21负,104:111
179,158,9胜23负,12胜23负,101:89
179,144,10胜23负,28胜5负,99:108
74,179,20胜16负,11胜25负,97:82
179,116,11胜26负,11胜26负,92:101
179,165,11胜27负,12胜26负,113:108
158,179,16胜31负,14胜29负,73:122
179,123,16胜29负,27胜19负,98:109
179,207,16胜30负,36胜10负,105:101
179,130,19胜30负,22胜28负,108:104
130,179,22胜30负,20胜31负,114:113
95,179,20胜35负,21胜32负,80:112
46,179,35胜19负,22胜32负,111:98
179,116,22胜34负,22胜35负,84:97
200,179,23胜35负,22胜35负,83:96
165,179,21胜44负,28胜36负,100:98
179,102,28胜38负,41胜25负,112:107
179,60,29胜38负,24胜43负,74:116
179,39,29胜39负,13胜55负,111:104
144,179,56胜14负,30胜39负,112:87
151,179,43胜29负,30胜40负,95:97
67,179,43胜29负,31胜40负,94:86
123,179,41胜31负,31胜41负,92:91
179,193,31胜43负,41胜34负,90:99
179,34,31胜44负,40胜36负,109:105
179,172,32胜44负,30胜47负,87:98
207,179,60胜18负,32胜46负,102:89
179,165,32胜47负,23胜57负,111:124
109,179,38胜42负,32胜48负,109:91
68,54,1胜0负,0胜1负,104:101
54,21,0胜2负,1胜1负,86:99
54,96,0胜3负,0胜2负,115:116
21,54,2胜1负,0胜4负,75:101
7,54,1胜3负,1胜4负,123:116
54,173,2胜6负,5胜2负,90:99
54,201,2胜7负,6胜1负,93:116
54,7,2胜8负,4胜5负,93:101
28,54,5胜6负,2胜10负,79:90
54,82,3胜12负,8胜7负,90:99
54,68,5胜13负,12胜7负,88:93
7,54,7胜13负,6胜14负,97:117
40,54,17胜4负,7胜14负,102:101
194,54,14胜8负,7胜15负,70:88
145,54,5胜20负,9胜15负,91:105
152,54,19胜7负,10胜15负,93:81
54,0,11胜16负,16胜9负,76:121
54,40,11胜17负,22胜4负,80:84
54,103,11胜18负,16胜12负,95:89
54,138,12胜18负,11胜18负,95:110
54,159,12胜19负,13胜16负,123:110
54,152,13胜19负,22胜10负,98:102
54,194,13胜20负,20胜14负,77:84
0,54,23胜11负,14胜21负,99:105
131,54,27胜16负,17胜25负,85:96
54,61,19胜25负,13胜32负,107:94
103,54,28胜18负,20胜26负,99:110
54,47,23胜26负,25胜24负,103:117
89,54,33胜20负,24胜27负,99:95
201,54,44胜8负,24胜28负,71:77
96,54,15胜40负,27胜29负,94:117
14,54,21胜38负,28胜29负,94:110
110,54,15胜47负,30胜30负,100:111
138,54,27胜34负,31胜30负,117:125
54,21,32胜30负,27胜35负,110:100
117,54,39胜23负,33胜30负,110:105
40,54,46胜16负,33胜31负,86:89
54,28,34胜31负,25胜38负,74:102
166,54,19胜52负,37胜35负,114:111
54,0,37胜36负,53胜19负,97:85
54,40,40胜37负,53胜23负,82:99
89,54,50胜30负,41胜39负,95:85
14,54,29胜52负,41胜40负,104:100
54,82,0胜1负,1胜0负,73:94
82,54,2胜0负,0胜2负,100:94
82,54,3胜0负,0胜3负,82:86
55,125,0胜0负,0胜0负,103:107
55,139,1胜2负,2胜1负,107:79
15,55,2胜4负,3胜2负,73:96
62,55,3胜4负,4胜2负,62:97
22,55,6胜2负,5胜2负,86:96
167,55,3胜6负,6胜2负,85:112
55,48,7胜2负,5胜4负,79:85
55,97,8胜3负,1胜10负,103:90
69,55,11胜4负,10胜4负,76:90
55,83,11胜4负,10胜4负,92:113
97,55,2胜14负,11胜5负,83:103
15,55,4胜16负,13胜6负,74:95
90,55,12胜8负,14胜6负,69:74
1,55,18胜5负,15胜6负,82:98
83,55,16胜6负,16胜6负,99:79
55,69,16胜7负,16胜7负,98:87
146,55,15胜8负,18胜8负,78:77
55,8,18胜9负,10胜15负,99:84
55,90,20胜9负,18胜11负,87:103
174,55,19胜11负,20胜10负,82:75
55,111,20胜11负,15胜16负,91:92
55,188,20胜12负,18胜15负,76:89
55,181,20胜13负,19胜14负,87:93
55,15,20胜14负,11胜24负,97:68
118,55,27胜7负,21胜14负,92:88
55,29,22胜16负,14胜23负,93:97
83,55,31胜11负,25胜18负,84:78
41,55,25胜21负,26胜21负,86:99
55,202,27胜21负,32胜14负,76:93
8,55,17胜29负,27胜22负,85:103
55,97,28胜22负,11胜39负,76:97
62,55,19胜35负,29胜24负,99:78
90,55,32胜23负,29胜25负,88:82
55,41,29胜26负,31胜24负,79:103
55,62,30胜27负,20胜38负,93:75
22,55,39胜22负,31胜29负,102:97
55,8,31胜30负,20胜40负,103:87
55,22,32胜30负,41胜22负,109:106
55,29,34胜30负,31胜33负,90:85
55,15,35胜30负,24胜41负,86:108
55,1,0胜1负,1胜0负,109:92
1,55,1胜1负,1胜1负,74:79
1,55,1胜2负,2胜1负,82:89
1,55,2胜3负,3胜2负,78:79
55,41,0胜0负,0胜0负,91:92
55,41,3胜3负,3胜3负,75:85
105,56,0胜0负,0胜0负,75:84
56,49,1胜0负,1胜0负,84:100
56,42,2胜2负,2胜2负,106:100
56,63,3胜2负,1胜4负,93:83
30,56,3胜2负,4胜2负,105:96
133,56,4胜5负,4胜4负,93:99
9,56,2胜7负,5胜4负,79:86
63,56,3胜7负,6胜4负,98:106
56,9,7胜4负,2胜8负,83:92
119,56,9胜4负,7胜5负,116:109
161,56,6胜7负,7胜6负,101:104
175,56,7胜7负,8胜6负,98:100
56,2,10胜6负,7胜7负,88:93
56,42,11胜8负,10胜9负,79:92
16,56,7胜15负,11胜9负,97:104
154,56,10胜14负,12胜11负,111:98
56,175,12胜12负,11胜13负,100:107
56,182,12胜13负,12胜12负,103:125
56,189,13胜15负,18胜7负,99:89
56,140,14胜15负,19胜10负,89:96
56,154,14胜17负,15胜15负,103:99
56,161,15胜17负,11胜21负,89:95
56,119,15胜18负,24胜7负,85:109
56,203,15胜19负,26胜9负,86:109
35,56,19胜15负,15胜20负,109:89
56,63,15胜21负,12胜22负,72:90
196,56,11胜26负,16胜22负,111:99
63,56,14胜25负,16胜23负,101:108
56,30,17胜24负,21胜18负,102:110
189,56,28胜15负,18胜25负,103:100
168,56,17胜30负,19胜26负,80:89
23,56,30胜19负,21胜26负,88:69
147,56,36胜17负,22胜27负,107:90
56,30,22胜28负,25胜25负,92:94
56,112,22胜29负,19胜31负,87:94
84,56,38胜14负,22胜30负,114:90
56,49,22胜31负,32胜20负,93:99
140,56,33胜26负,22胜34负,97:104
42,56,31胜27负,23胜35负,109:101
56,70,23胜36负,33胜26负,96:107
56,84,23胜37负,45胜14负,93:102
56,91,23胜38负,17胜46负,91:99
35,56,37胜26负,23胜39负,97:106
